contig_id,Median_pI,n_structural
WATLvirus_00114337,4.999580574035644,1
WATLvirus_00114341,5.278603172302245,1
WATLvirus_00114343,4.79831371307373,3
WATLvirus_00114348,6.515419578552247,1
WATLvirus_00114350,4.629729270935059,3
WATLvirus_00114351,5.732434082031251,2
WATLvirus_00114352,4.8744211196899405,5
WATLvirus_00114356,4.972439956665038,6
WATLvirus_00114364,4.431247520446779,1
WATLvirus_00114369,5.170779609680176,2
WATLvirus_00114370,5.2153413772583,1
WATLvirus_00114372,5.280422019958495,2
WATLvirus_00114374,5.276272773742675,1
WATLvirus_00114375,4.399275588989257,2
WATLvirus_00114376,4.687136650085449,2
WATLvirus_00114381,5.7116594314575195,1
WATLvirus_00114385,6.556286811828613,1
WATLvirus_00114396,5.1415359497070305,2
WATLvirus_00114397,7.695838356018067,2
WATLvirus_00114405,4.7058935165405265,1
WATLvirus_00114412,5.57103977203369,1
WATLvirus_00114424,7.992806434631348,1
WATLvirus_00114444,4.401293373107911,5
WATLvirus_00114448,4.865383720397949,1
WATLvirus_00114451,5.091205024719237,2
WATLvirus_00114452,4.874392700195312,2
WATLvirus_00114459,5.7725055694580085,4
WATLvirus_00114476,9.395122718811034,1
WATLvirus_00114478,4.790299415588379,2
WATLvirus_00114482,4.970820045471191,3
WATLvirus_00114499,4.609039878845214,1
WATLvirus_00114507,4.867032051086425,1
WATLvirus_00114512,7.159746932983397,2
WATLvirus_00114516,5.697819137573241,2
WATLvirus_00114519,4.4855855941772464,2
WATLvirus_00114520,4.6944688796997065,5
WATLvirus_00114526,4.811955070495605,1
WATLvirus_00114534,5.836250495910644,1
WATLvirus_00114549,4.8646448135375975,1
WATLvirus_00114551,5.029023170471191,5
WATLvirus_00114555,4.829631996154785,1
WATLvirus_00114565,5.359939765930175,3
WATLvirus_00114567,5.938503837585449,2
WATLvirus_00114572,4.679207611083984,2
WATLvirus_00114576,5.432352638244628,1
WATLvirus_00114592,5.09944667816162,2
WATLvirus_00114600,5.578826713562011,5
WATLvirus_00114608,5.245125007629394,3
WATLvirus_00154245,6.079635047912597,1
WATLvirus_00154247,8.253065299987792,3
WATLvirus_00154250,5.819710350036622,9
WATLvirus_00154252,4.722803115844725,14
WATLvirus_00154254,5.57285861968994,9
WATLvirus_00154256,4.643882179260253,7
WATLvirus_00154293,6.975190162658691,1
WATLvirus_00154294,5.569391441345213,1
WATLvirus_00154298,5.198687553405762,5
WATLvirus_00154301,6.453351402282714,1
WATLvirus_00154303,4.937711334228516,2
WATLvirus_00154307,6.133995246887206,2
WATLvirus_00154317,4.668948173522949,1
WATLvirus_00154322,4.810306739807129,5
WATLvirus_00154324,7.321019935607911,2
WATLvirus_00154328,6.816935729980468,4
WATLvirus_00154333,4.971558952331542,2
WATLvirus_00154343,5.936230278015137,1
WATLvirus_00154345,5.402512168884277,2
WATLvirus_00154346,5.296564292907715,1
WATLvirus_00154347,4.7542634963989245,3
WATLvirus_00154361,5.424395179748534,5
WATLvirus_00154370,7.1242063522338865,4
WATLvirus_00154373,4.282727241516113,1
WATLvirus_00154377,4.383076477050782,6
WATLvirus_00154383,5.072789192199705,4
WATLvirus_00154388,4.986962318420409,1
WATLvirus_00154404,4.802121925354003,2
WATLvirus_00154414,5.19584560394287,3
WATLvirus_00154419,4.585821151733398,2
WATLvirus_00154424,6.454178428649904,2
WATLvirus_00154426,4.899742889404297,2
WATLvirus_00154434,4.414025306701661,3
WATLvirus_00154437,4.699982261657714,1
WATLvirus_00154445,6.02109088897705,1
WATLvirus_00154454,4.597785758972167,2
WATLvirus_00176240,4.761823081970214,5
WATLvirus_00176242,4.81809368133545,2
WATLvirus_00176244,4.300063133239747,1
WATLvirus_00176249,4.507866477966309,1
WATLvirus_00176257,4.623164367675781,4
WATLvirus_00176262,7.982878303527833,1
WATLvirus_00176263,8.898200416564944,1
WATLvirus_00176269,5.328678321838378,3
WATLvirus_00176275,9.124806785583495,1
WATLvirus_00176283,4.815535926818847,3
WATLvirus_00178291,4.886470985412597,2
WATLvirus_00178310,5.446448707580566,1
WATLvirus_00178319,5.725755500793458,3
WATLvirus_00178321,5.407855033874512,1
WATLvirus_00178325,4.518097496032715,1
WATLvirus_00178327,6.996326637268066,4
WATLvirus_00178330,4.91364002227783,4
WATLvirus_00178332,5.229750061035156,2
WATLvirus_00178333,4.321661949157716,1
WATLvirus_00178336,4.291253089904786,1
WATLvirus_00178338,5.553078651428222,1
WATLvirus_00178339,5.239270591735839,1
WATLvirus_00178340,4.359062004089356,1
WATLvirus_00178342,5.821699714660644,1
WATLvirus_00178343,4.404931068420409,1
WATLvirus_00178344,4.893348503112793,1
WATLvirus_00178347,5.726721763610841,3
WATLvirus_00178348,5.626741981506346,3
WATLvirus_00178350,5.427748680114745,1
WATLvirus_00178351,10.021562004089354,1
WATLvirus_00178354,5.998071098327636,1
WATLvirus_00178356,5.696710777282715,1
WATLvirus_00178359,4.885959434509278,2
WATLvirus_00178360,5.574961662292479,1
WATLvirus_00178368,5.052867126464844,2
WATLvirus_00178369,5.266382789611816,1
WATLvirus_00178373,11.486412620544431,1
WATLvirus_00178384,4.0500284194946286,1
WATLvirus_00178385,4.9763902664184565,3
WATLvirus_00178396,7.062324333190918,1
WATLvirus_00182562,4.49405460357666,7
WATLvirus_00182563,5.428999137878416,1
WATLvirus_00182567,4.9273382186889645,4
WATLvirus_00182571,4.451084327697754,5
WATLvirus_00182626,4.0500284194946286,1
WATLvirus_00182628,4.132501792907715,1
WATLvirus_00182630,4.547540092468262,3
WATLvirus_00182633,5.002706718444824,3
WATLvirus_00182635,4.968830680847168,1
WATLvirus_00182643,4.4609174728393555,1
WATLvirus_00182657,4.808658409118652,1
WATLvirus_00182665,4.547909545898438,6
WATLvirus_00182668,7.290603637695311,2
WATLvirus_00182682,4.281533622741699,2
WATLvirus_00182687,4.238279151916504,1
WATLvirus_00182690,7.314941215515136,2
WATLvirus_00182691,5.55160083770752,1
WATLvirus_00182708,4.859273529052735,2
WATLvirus_00182710,5.331719207763671,2
WATLvirus_00182714,4.789844703674317,1
WATLvirus_00182719,4.418686103820801,1
WATLvirus_00182724,5.06827049255371,2
WATLvirus_00182727,4.240041160583496,3
WATLvirus_00182731,6.69180850982666,2
WATLvirus_00182733,4.439773368835449,1
WATLvirus_00182743,4.0500284194946286,1
WATLvirus_00182759,4.0500284194946286,2
WATLvirus_00182762,4.493486213684082,3
WATLvirus_00182775,4.936091423034666,1
WATLvirus_00182780,5.981644630432128,3
WATLvirus_00182782,4.423858451843262,1
WATLvirus_00182785,5.471514701843262,1
WATLvirus_00182788,4.534438705444336,2
WATLvirus_00182792,5.188001823425291,1
WATLvirus_00182795,4.556122779846191,2
WATLvirus_00182796,4.322116661071779,3
WATLvirus_00182804,5.145088386535644,2
WATLvirus_00182810,4.0500284194946286,1
WATLvirus_00182819,4.310123634338379,2
WATLvirus_00182843,4.0500284194946286,1
WATLvirus_00182846,5.100185585021971,1
WATLvirus_00182859,4.0994783401489245,1
WATLvirus_00182863,4.09780158996582,2
WATLvirus_00182892,4.958827018737792,1
WATLvirus_00182894,4.608727264404298,2
WATLvirus_00182896,4.652123832702637,1
WATLvirus_00182898,4.57800579071045,3
WATLvirus_00182903,5.107404136657714,1
WATLvirus_00182927,4.92119960784912,3
WATLvirus_00182930,4.729993247985839,1
WATLvirus_00182940,9.04473705291748,1
WATLvirus_00182955,4.7626756668090815,3
WATLvirus_00182959,4.265277671813965,1
WATLvirus_00182965,4.41973762512207,2
WATLvirus_00188434,4.245554542541504,1
WATLvirus_00188438,6.317970657348632,4
WATLvirus_00188440,4.603526496887207,6
WATLvirus_00188441,5.004156112670897,6
WATLvirus_00188507,4.735904502868652,1
WATLvirus_00188508,4.593807029724121,3
WATLvirus_00188509,4.439773368835449,1
WATLvirus_00188512,4.491638946533204,2
WATLvirus_00188520,7.10713176727295,2
WATLvirus_00188522,4.4095350265502935,3
WATLvirus_00188529,7.425180435180664,2
WATLvirus_00188541,4.3415271759033205,2
WATLvirus_00188542,4.571611404418944,2
WATLvirus_00188551,4.71800022125244,1
WATLvirus_00188552,4.8776041030883786,2
WATLvirus_00188553,8.534792137145995,1
WATLvirus_00188557,5.08932933807373,4
WATLvirus_00188558,4.716295051574707,1
WATLvirus_00188560,5.4160966873168945,2
WATLvirus_00188563,4.3750053405761715,2
WATLvirus_00188564,4.922393226623535,1
WATLvirus_00188565,6.825987815856934,1
WATLvirus_00188566,4.305064964294434,1
WATLvirus_00188567,4.880105018615723,2
WATLvirus_00188568,5.684319877624512,1
WATLvirus_00188575,6.349733924865721,1
WATLvirus_00188580,5.142644309997558,1
WATLvirus_00188587,5.384835243225097,1
WATLvirus_00188588,4.411297035217285,3
WATLvirus_00188594,4.240041160583496,1
WATLvirus_00188601,5.003502464294433,1
WATLvirus_00188602,4.665424156188965,1
WATLvirus_00188604,5.42737922668457,2
WATLvirus_00188611,4.895451545715332,1
WATLvirus_00188620,6.503653907775878,1
WATLvirus_00188625,4.169106101989747,1
WATLvirus_00188630,5.188001823425291,1
WATLvirus_00188638,5.107404136657714,1
WATLvirus_00188646,7.291410636901856,2
WATLvirus_00188657,7.97959041595459,1
WATLvirus_00188665,4.556009101867676,1
WATLvirus_00188666,4.415389442443849,1
WATLvirus_00188673,6.859352302551269,1
WATLvirus_00188674,4.349569892883301,1
WATLvirus_00188680,4.739485359191894,3
WATLvirus_00188684,4.565756988525391,2
WATLvirus_00188687,4.0500284194946286,1
WATLvirus_00188690,4.4609174728393555,1
WATLvirus_00188694,10.684361457824707,1
WATLvirus_00188700,4.546914863586426,1
WATLvirus_00188701,4.600798225402832,1
WATLvirus_00188703,7.021564865112304,2
WATLvirus_00188706,8.903551292419433,3
WATLvirus_00188708,4.285228157043457,2
WATLvirus_00188717,7.314941215515136,2
WATLvirus_00188723,4.759094810485839,1
WATLvirus_00188725,4.5568901062011715,2
WATLvirus_00188729,4.717829704284667,3
WATLvirus_00188737,5.541540336608886,1
WATLvirus_00188738,4.453727340698242,4
WATLvirus_00188741,4.310976219177246,1
WATLvirus_00188755,4.808658409118652,1
WATLvirus_00188779,4.997136497497558,1
WATLvirus_00188781,4.74090633392334,3
WATLvirus_00188785,4.971729469299316,1
WATLvirus_00188789,4.0500284194946286,1
WATLvirus_00188790,4.332518196105958,3
WATLvirus_00188796,4.553621864318848,1
WATLvirus_00188797,4.697140312194824,1
WATLvirus_00188812,4.948027610778809,3
WATLvirus_00188826,8.040097427368163,2
WATLvirus_00188829,5.060511970520018,1
WATLvirus_00188833,6.415558624267579,4
WATLvirus_00188839,4.2503858566284185,1
WATLvirus_00188843,4.822697639465332,1
WATLvirus_00188859,6.036323738098144,1
WATLvirus_00194350,5.049030494689941,9
WATLvirus_00194355,4.840346145629882,2
WATLvirus_00194361,4.477969169616698,6
WATLvirus_00194433,4.590226173400879,1
WATLvirus_00194438,4.8100793838500975,1
WATLvirus_00194440,6.585143280029296,2
WATLvirus_00194442,4.740963172912598,5
WATLvirus_00194448,8.138956260681152,1
WATLvirus_00194450,4.550836753845215,1
WATLvirus_00194451,4.554303932189942,2
WATLvirus_00194465,4.820367240905762,3
WATLvirus_00194468,4.4157304763793945,4
WATLvirus_00194469,4.740963172912598,3
WATLvirus_00194471,4.57226505279541,2
WATLvirus_00194482,4.709019660949706,1
WATLvirus_00194485,6.331829643249511,1
WATLvirus_00194486,4.9787206649780265,1
WATLvirus_00194489,8.889045906066897,1
WATLvirus_00194498,4.449777030944825,1
WATLvirus_00194499,4.814683341979981,2
WATLvirus_00194501,10.099955558776852,1
WATLvirus_00194503,5.067105293273924,1
WATLvirus_00194508,4.079471015930175,1
WATLvirus_00194513,4.0500284194946286,1
WATLvirus_00194517,4.922279548645019,3
WATLvirus_00194519,8.007056427001952,4
WATLvirus_00194523,5.127070426940917,1
WATLvirus_00194531,6.346975326538086,2
WATLvirus_00194538,4.482516288757325,1
WATLvirus_00194539,8.85300807952881,1
WATLvirus_00194543,5.0698335647583,2
WATLvirus_00194550,4.32464599609375,2
WATLvirus_00194558,4.865497398376465,1
WATLvirus_00194562,4.0500284194946286,1
WATLvirus_00194570,5.229380607604979,1
WATLvirus_00194576,5.3628953933715815,1
WATLvirus_00194578,4.929554939270018,1
WATLvirus_00194584,5.481006813049316,1
WATLvirus_00194586,4.610347175598145,2
WATLvirus_00194589,4.912162208557128,1
WATLvirus_00194625,4.67099437713623,1
WATLvirus_00194636,4.125737953186035,1
WATLvirus_00194640,6.312390708923341,3
WATLvirus_00194642,4.293412971496582,1
WATLvirus_00194652,4.841397666931152,3
WATLvirus_00194655,4.0500284194946286,1
WATLvirus_00194666,4.076401710510253,1
WATLvirus_00194688,10.316891670227047,1
WATLvirus_00194692,4.318564224243165,2
WATLvirus_00194697,4.896190452575683,1
WATLvirus_00194698,6.09617519378662,1
WATLvirus_00194704,4.390295028686523,2
WATLvirus_00194706,4.308702659606935,1
WATLvirus_00194716,4.798256874084472,1
WATLvirus_00194717,4.874534797668456,1
WATLvirus_00194726,4.233334159851075,2
WATLvirus_00194728,5.080007743835448,1
WATLvirus_00194729,5.168506050109861,3
WATLvirus_00194731,4.797574806213379,1
WATLvirus_00194744,4.849014091491698,3
WATLvirus_00194755,4.259707450866699,5
WATLvirus_00194763,4.85390224456787,2
WATLvirus_00194771,9.91886386871338,1
WATLvirus_00194788,9.208422279357908,1
WATLvirus_00194793,4.634702682495116,2
WATLvirus_00194796,4.3517866134643555,1
WATLvirus_00194799,5.114395332336425,3
WATLvirus_00194801,4.531767272949217,2
WATLvirus_00194808,4.295061302185059,1
WATLvirus_00194823,5.100185585021971,1
WATLvirus_00194829,4.245099830627441,3
WATLvirus_00194851,5.247569084167479,1
WATLvirus_00194865,5.502264595031736,3
WATLvirus_00194869,4.240609550476075,2
WATLvirus_00194879,4.887323570251465,1
WATLvirus_00194886,4.775862312316894,1
WATLvirus_00194894,4.0500284194946286,1
WATLvirus_00194902,4.578346824645997,1
WATLvirus_00194906,4.9056825637817365,1
WATLvirus_00194913,5.831760215759277,1
WATLvirus_00194914,4.631320762634277,1
WATLvirus_00194923,5.861202812194824,1
WATLvirus_00194928,4.639732933044433,1
WATLvirus_00194932,5.441049003601075,1
WATLvirus_00194937,4.8485025405883775,2
WATLvirus_00194946,9.15549373626709,1
WATLvirus_00209022,5.115617370605468,2
WATLvirus_00209936,4.527447509765626,10
WATLvirus_00209938,5.336891555786133,2
WATLvirus_00209972,7.513286209106443,2
WATLvirus_00210018,4.7974042892456055,2
WATLvirus_00210024,4.317399024963379,1
WATLvirus_00210089,4.968660163879394,1
WATLvirus_00212351,4.983949851989746,3
WATLvirus_00212354,4.562204551696779,3
WATLvirus_00212388,5.665392494201661,1
WATLvirus_00212390,6.262372398376464,1
WATLvirus_00212391,5.479443740844726,2
WATLvirus_00212396,4.806612205505371,3
WATLvirus_00212400,4.600712966918946,2
WATLvirus_00212401,4.537479591369629,3
WATLvirus_00212402,4.443467903137208,2
WATLvirus_00212403,5.160861206054687,2
WATLvirus_00212406,5.622365379333496,1
WATLvirus_00212409,4.457507133483887,7
WATLvirus_00212410,5.500559425354003,1
WATLvirus_00212412,4.30648593902588,1
WATLvirus_00212414,5.011800956726074,3
WATLvirus_00212415,5.08205394744873,2
WATLvirus_00212423,4.382053375244141,2
WATLvirus_00212425,4.323992347717285,2
WATLvirus_00212430,4.733176231384278,3
WATLvirus_00212431,4.4816068649292,1
WATLvirus_00212432,5.362525939941406,2
WATLvirus_00212439,4.0500284194946286,1
WATLvirus_00212449,4.879593467712402,2
WATLvirus_00212450,4.174107933044434,2
WATLvirus_00212466,4.298244285583496,2
WATLvirus_00212467,4.6667882919311525,1
WATLvirus_00212475,4.796608543395996,2
WATLvirus_00212477,4.703506278991698,1
WATLvirus_00212478,9.559323692321776,1
WATLvirus_00212487,4.55487232208252,3
WATLvirus_00212490,6.0282241821289055,2
WATLvirus_00212491,4.17314167022705,1
WATLvirus_00212496,4.593807029724121,1
WATLvirus_00212498,4.806043815612793,1
WATLvirus_00212501,4.828097343444824,1
WATLvirus_00212505,4.10612850189209,3
WATLvirus_00212510,4.312226676940918,1
WATLvirus_00212527,4.878712463378906,4
WATLvirus_00212532,4.145006370544433,3
WATLvirus_00212534,4.0500284194946286,1
WATLvirus_00212541,4.614553260803221,1
WATLvirus_00212542,4.0500284194946286,1
WATLvirus_00212545,5.069322013854979,1
WATLvirus_00212562,5.094302749633789,2
WATLvirus_00212566,4.763016700744628,1
WATLvirus_00212576,5.226424980163573,1
WATLvirus_00212581,4.211905860900879,1
WATLvirus_00212582,4.633366966247559,1
WATLvirus_00212599,4.401662826538086,6
WATLvirus_00212600,4.802690315246582,1
WATLvirus_00216226,10.208649253845213,3
WATLvirus_00216227,4.278123283386231,2
WATLvirus_00216228,5.246716499328612,6
WATLvirus_00216233,4.937626075744627,1
WATLvirus_00216235,5.089954566955566,1
WATLvirus_00216240,6.2145708084106435,1
WATLvirus_00216343,5.9009901046752935,1
WATLvirus_00216347,6.859352302551269,1
WATLvirus_00216366,4.330642509460449,2
WATLvirus_00216375,5.224208259582518,1
WATLvirus_00216382,5.203632545471191,1
WATLvirus_00216384,4.0500284194946286,1
WATLvirus_00216387,4.268346977233886,2
WATLvirus_00216388,6.722090148925782,2
WATLvirus_00216395,4.0500284194946286,1
WATLvirus_00216402,4.695491981506346,1
WATLvirus_00216409,5.186069297790527,1
WATLvirus_00216414,7.5435697555541985,2
WATLvirus_00216420,9.552554512023924,1
WATLvirus_00216422,5.217899131774902,1
WATLvirus_00216434,4.870158195495605,1
WATLvirus_00216442,8.842048454284669,1
WATLvirus_00216461,4.94279842376709,1
WATLvirus_00216463,4.677019309997559,1
WATLvirus_00216468,4.766086006164549,2
WATLvirus_00216469,4.637999343872069,6
WATLvirus_00216477,4.228559684753417,2
WATLvirus_00216487,5.112064933776855,2
WATLvirus_00216491,4.9225069046020495,1
WATLvirus_00216493,5.864499473571777,1
WATLvirus_00216506,5.182090568542479,1
WATLvirus_00216508,4.115393257141112,1
WATLvirus_00216527,4.5247760772705075,2
WATLvirus_00216533,5.636461448669433,1
WATLvirus_00216534,8.103176307678222,3
WATLvirus_00216536,5.145656776428221,1
WATLvirus_00216538,4.451766395568848,2
WATLvirus_00216539,5.449631690979003,1
WATLvirus_00216543,4.0500284194946286,1
WATLvirus_00216557,4.0500284194946286,1
WATLvirus_00216560,5.430761146545408,1
WATLvirus_00216565,4.821418762207031,2
WATLvirus_00216566,5.823262786865233,2
WATLvirus_00216582,4.837816810607909,1
WATLvirus_00216602,4.528044319152832,1
WATLvirus_00216626,6.711173057556152,2
WATLvirus_00216633,4.341498756408692,1
WATLvirus_00216655,5.062217140197753,1
WATLvirus_00216656,5.318390464782715,1
WATLvirus_00216661,5.6285608291625975,1
WATLvirus_00216665,4.354628562927246,4
WATLvirus_00216676,4.617793083190917,1
WATLvirus_00223326,4.695008850097656,4
WATLvirus_00223328,8.857456398010253,1
WATLvirus_00223329,5.299548339843749,6
WATLvirus_00223351,4.98639392852783,2
WATLvirus_00223681,7.81814785003662,2
WATLvirus_00223691,4.0500284194946286,1
WATLvirus_00223692,4.198662376403808,1
WATLvirus_00223699,4.314329719543457,2
WATLvirus_00223715,4.436704063415529,1
WATLvirus_00225579,5.008305358886718,2
WATLvirus_00225582,5.035417556762694,2
WATLvirus_00226165,6.0736101150512685,1
WATLvirus_00226619,4.587156867980957,2
WATLvirus_00226621,4.0500284194946286,2
WATLvirus_00226622,4.2656755447387695,2
WATLvirus_00226623,4.677474021911621,1
WATLvirus_00226625,4.4612016677856445,1
WATLvirus_00226629,4.41479263305664,2
WATLvirus_00226647,4.0500284194946286,1
WATLvirus_00226655,4.388731956481934,1
WATLvirus_00226666,4.416242027282716,1
WATLvirus_00226677,4.697595024108886,1
WATLvirus_00226696,4.355424308776856,2
WATLvirus_00226702,4.0500284194946286,1
WATLvirus_00226714,4.963089942932128,1
WATLvirus_00228923,4.945071983337402,1
WATLvirus_00228925,4.766654396057128,1
WATLvirus_00228926,4.935352516174315,1
WATLvirus_00228927,5.152477455139159,3
WATLvirus_00228928,5.53960781097412,2
WATLvirus_00228929,4.6200666427612305,1
WATLvirus_00228930,4.497862815856934,3
WATLvirus_00228932,4.6849767684936525,5
WATLvirus_00228933,4.0500284194946286,2
WATLvirus_00228935,4.986251831054687,4
WATLvirus_00228937,5.242652511596678,4
WATLvirus_00228938,4.5427656173706055,4
WATLvirus_00228940,4.501443672180176,7
WATLvirus_00228955,4.845433235168456,5
WATLvirus_00229130,4.52395191192627,3
WATLvirus_00229132,4.26564712524414,2
WATLvirus_00229134,4.0500284194946286,1
WATLvirus_00229136,4.401463890075684,3
WATLvirus_00229139,4.7191370010375975,1
WATLvirus_00229140,5.037264823913574,1
WATLvirus_00229141,5.080235099792478,1
WATLvirus_00229142,5.024987602233887,3
WATLvirus_00229150,4.809567832946776,2
WATLvirus_00229154,4.768871116638183,3
WATLvirus_00229157,4.883174324035645,1
WATLvirus_00229158,5.005662345886229,2
WATLvirus_00229159,4.370287704467773,2
WATLvirus_00229166,4.716948699951171,2
WATLvirus_00229170,4.798143196105957,1
WATLvirus_00229172,4.598837280273438,2
WATLvirus_00229174,4.648798751831055,2
WATLvirus_00229176,5.5739101409912095,2
WATLvirus_00229178,9.803594398498536,1
WATLvirus_00229179,4.646212577819825,1
WATLvirus_00229180,9.97585391998291,1
WATLvirus_00229182,4.0500284194946286,1
WATLvirus_00229183,4.812466621398926,2
WATLvirus_00229187,4.104650688171386,3
WATLvirus_00229188,6.286343955993653,2
WATLvirus_00229190,4.7388032913208,1
WATLvirus_00229191,4.757844352722167,5
WATLvirus_00229198,5.001569938659667,1
WATLvirus_00229199,4.39765567779541,1
WATLvirus_00229200,4.627171516418457,3
WATLvirus_00229201,4.808317375183106,2
WATLvirus_00229203,10.279951286315914,1
WATLvirus_00229207,4.663150596618652,1
WATLvirus_00229211,4.728970146179199,3
WATLvirus_00229212,4.553394508361817,3
WATLvirus_00229213,5.742295646667481,1
WATLvirus_00229216,4.251948928833007,2
WATLvirus_00229221,4.597245788574219,2
WATLvirus_00229223,4.431872749328614,2
WATLvirus_00229229,4.867685699462891,6
WATLvirus_00229235,6.820234298706055,4
WATLvirus_00229238,4.185646247863769,2
WATLvirus_00229243,5.125336837768555,2
WATLvirus_00229244,4.951125335693359,2
WATLvirus_00229252,4.271245765686037,1
WATLvirus_00229255,4.183997917175293,1
WATLvirus_00229261,4.582069778442383,2
WATLvirus_00229264,4.994692420959472,2
WATLvirus_00229265,4.668720817565918,1
WATLvirus_00229278,4.980653190612792,1
WATLvirus_00229285,4.467993927001953,2
WATLvirus_00229287,4.876865196228027,1
WATLvirus_00229291,4.860666084289551,1
WATLvirus_00229292,7.211361503601075,2
WATLvirus_00229295,4.388703536987305,2
WATLvirus_00229299,6.614085960388184,2
WATLvirus_00229300,4.742611503601075,1
WATLvirus_00229302,4.593380737304686,4
WATLvirus_00229312,5.829571914672851,2
WATLvirus_00229318,4.529920005798339,1
WATLvirus_00229319,4.2439062118530275,1
WATLvirus_00229320,9.394026756286618,1
WATLvirus_00229324,4.122384452819824,1
WATLvirus_00229330,4.16927661895752,1
WATLvirus_00229337,4.72970905303955,1
WATLvirus_00229340,4.191386985778808,2
WATLvirus_00229341,8.406628990173342,1
WATLvirus_00229343,4.2086944580078125,2
WATLvirus_00229345,4.5923007965087885,2
WATLvirus_00229346,4.309100532531739,1
WATLvirus_00229347,7.755453872680664,2
WATLvirus_00229350,5.146623039245604,1
WATLvirus_00229351,4.398906135559082,2
WATLvirus_00229357,4.255387687683106,1
WATLvirus_00229363,4.5385026931762695,1
WATLvirus_00229364,4.553508186340332,1
WATLvirus_00229367,4.0500284194946286,1
WATLvirus_00229368,4.589941978454591,1
WATLvirus_00229369,4.50525188446045,1
WATLvirus_00229373,4.47771339416504,2
WATLvirus_00229382,4.984234046936034,2
WATLvirus_00229383,4.0500284194946286,1
WATLvirus_00229388,4.525429725646973,2
WATLvirus_00229390,5.347378349304199,1
WATLvirus_00229391,4.956439781188963,3
WATLvirus_00229394,5.293779182434082,3
WATLvirus_00229397,5.511756706237792,1
WATLvirus_00229398,5.099077224731444,2
WATLvirus_00229406,4.0500284194946286,2
WATLvirus_00229407,4.682930564880371,1
WATLvirus_00229412,4.414707374572754,1
WATLvirus_00229415,5.688412284851075,1
WATLvirus_00229417,6.765511131286622,1
WATLvirus_00229421,4.630581855773925,1
WATLvirus_00229423,4.969512748718262,1
WATLvirus_00229424,4.366081619262696,2
WATLvirus_00229437,4.305718612670899,2
WATLvirus_00229441,4.998841667175292,1
WATLvirus_00229448,5.056078529357909,1
WATLvirus_00229449,4.0500284194946286,1
WATLvirus_00229458,4.906705665588378,3
WATLvirus_00229461,6.83337688446045,3
WATLvirus_00229465,4.503376197814941,2
WATLvirus_00229467,5.679204368591309,1
WATLvirus_00229468,4.78012523651123,3
WATLvirus_00229469,4.0500284194946286,1
WATLvirus_00229470,4.295118141174316,1
WATLvirus_00229471,5.599771881103516,2
WATLvirus_00229478,5.187831306457518,1
WATLvirus_00229479,4.739428520202637,3
WATLvirus_00229484,4.2586275100708,2
WATLvirus_00229489,4.483283615112304,4
WATLvirus_00229491,7.2563875198364265,6
WATLvirus_00229499,4.506616020202636,2
WATLvirus_00229500,6.268113136291503,3
WATLvirus_00229504,5.151965904235838,1
WATLvirus_00229509,4.642404365539551,1
WATLvirus_00229515,4.82792682647705,2
WATLvirus_00229530,4.409307670593263,1
WATLvirus_00229532,5.126388359069824,1
WATLvirus_00229533,4.770633125305175,1
WATLvirus_00229541,4.627171516418457,4
WATLvirus_00229544,9.651642417907716,1
WATLvirus_00229550,4.267352294921875,2
WATLvirus_00229558,4.985996055603026,2
WATLvirus_00229560,4.772565650939941,1
WATLvirus_00229563,4.815763282775879,1
WATLvirus_00229572,4.346898460388184,1
WATLvirus_00229579,4.260389518737792,2
WATLvirus_00229582,6.951377487182619,4
WATLvirus_00229583,4.989463233947753,1
WATLvirus_00229585,4.681623268127441,2
WATLvirus_00229590,4.496356582641601,2
WATLvirus_00229594,4.757844352722167,1
WATLvirus_00229601,7.9901632308959964,1
WATLvirus_00229622,4.760515785217284,1
WATLvirus_00229623,4.808146858215332,4
WATLvirus_00229635,5.280990409851074,1
WATLvirus_00229644,4.844466972351074,1
WATLvirus_00229658,4.878513526916504,1
WATLvirus_00229663,9.093410682678222,3
WATLvirus_00229665,8.95957431793213,1
WATLvirus_00229666,4.7013463973999015,1
WATLvirus_00229668,5.078984642028807,1
WATLvirus_00229681,4.878229331970215,1
WATLvirus_00229720,4.343999671936037,1
WATLvirus_00229722,4.124373817443847,1
WATLvirus_00229733,10.2152250289917,3
WATLvirus_00229743,4.7497163772583,1
WATLvirus_00229744,4.443808937072753,1
WATLvirus_00229749,4.515312385559082,1
WATLvirus_00229760,9.342323112487794,1
WATLvirus_00229769,4.166207313537597,1
WATLvirus_00229779,4.708167076110839,1
WATLvirus_00229791,5.054771232604979,1
WATLvirus_00229805,5.350646591186523,2
WATLvirus_00229808,7.083389854431152,4
WATLvirus_00229822,4.0500284194946286,1
WATLvirus_00229834,8.140890312194827,1
WATLvirus_00229836,4.0500284194946286,1
WATLvirus_00229853,4.4639299392700185,3
WATLvirus_00229862,4.2998357772827145,2
WATLvirus_00229866,6.728224754333497,3
WATLvirus_00229867,4.159557151794433,1
WATLvirus_00229878,4.211905860900879,1
WATLvirus_00229883,4.9068193435668945,2
WATLvirus_00229889,5.385744667053221,1
WATLvirus_00229891,5.387790870666504,1
WATLvirus_00229904,4.911878013610839,1
WATLvirus_00229907,4.124999046325684,2
WATLvirus_00229910,4.0500284194946286,1
WATLvirus_00229912,4.901277542114258,2
WATLvirus_00229938,4.282727241516113,1
