contig_id,Average_pI,realm,kingdom,phylum,class,order,family
NODE_3143_length_4105_cov_9.347407,5.311342430114746,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3584_length_6567_cov_6.130375,6.310792427062989,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2666_length_4984_cov_7.652262,6.616877174377441,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_66353,4.633139610290528,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3012351,5.88518886566162,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2719_length_3649_cov_4.462716,4.265277671813965,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2611_length_3768_cov_7.495825,6.215593910217284,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1397_length_4978_cov_75.607759,4.408777173360189,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_524_length_7118_cov_17.045307,7.637902450561524,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_86_length_36409_cov_10.194752,5.370057106018065,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1323995,4.395495796203614,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2571066,5.232364654541016,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3848_length_6249_cov_11.199871,8.135301399230958,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2627_length_5449_cov_8.804412,7.604340934753419,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae
NODE_1931_length_8839_cov_95.637978,5.6423537572224935,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6381_length_4224_cov_33.142720,7.572774569193523,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_311062,5.240236854553221,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1078901,6.381404195513043,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_330_length_25797_cov_8.967524,4.0500284194946286,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_246648,6.96404972076416,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_996_length_9852_cov_13.729611,4.462982622782389,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2397948,4.790640449523925,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1746_length_5047_cov_12.687099,4.7388032913208,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2888062,5.298371772766113,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2563_length_5372_cov_4.839947,7.254867172241211,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3178_length_7079_cov_9.017654,9.456947898864748,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_763617,6.126555633544923,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7116_length_4641_cov_11.724160,6.303846422831217,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1040534,9.759207916259763,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Unclassified Autographiviridae
NODE_2100_length_9106_cov_7.781571,6.0713244120279946,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3364525,5.439286994934082,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1037964,4.499113273620607,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_932069,5.87296848297119,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_731637,5.0959794998168935,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1798_length_4667_cov_11.257372,8.416381072998048,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3783_length_3696_cov_7.914584,7.379292742411295,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2689759,4.520806821187337,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2264_length_4923_cov_37.105998,4.810335159301757,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3264_length_5058_cov_5.759744,5.994290256500244,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1129596,4.658660316467284,Varidnaviria,Bamfordvirae,Preplasmiviricota,Maveriviricetes,Priklausovirales,Lavidaviridae
genomad_k141_3606625,6.375372600555418,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1723009,7.511149978637695,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_224230,4.955473518371581,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1915_length_5744_cov_46.953243,5.27884947458903,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_877910,5.053293418884277,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1972111,9.563514137268069,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_157_length_32328_cov_14.882255,5.615717811584473,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3258021,7.61558666229248,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1621_length_3793_cov_55.500803,4.960191154479979,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5109_length_3689_cov_35.296368,4.761216799418132,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_565989,5.022600364685058,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2035_length_8160_cov_37.572239,5.761988258361817,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_31974,7.940663337707518,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1566_length_7017_cov_6.417840,5.000774192810058,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_848_length_6243_cov_4.986910,7.495023727416991,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4449_length_6213_cov_7.819909,6.990653800964356,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_364172,4.3913465499877935,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3285526,6.551387850443522,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3153_length_4694_cov_10.456133,6.031662940979004,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1269_length_4228_cov_4.991373,9.10662670135498,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae
genomad_k141_2933421,7.2930902481079105,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3725_length_6382_cov_18.567410,7.282217597961425,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2690963,5.414846229553221,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_752_length_8059_cov_12.752624,5.065873781840007,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_230_length_5543_cov_15.305029,6.549409294128417,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae
genomad_k141_2098802,9.30602741241455,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1195_length_7572_cov_9.733670,7.295820999145508,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4033_length_4146_cov_6.350281,4.874705314636231,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales,Hafunaviridae
NODE_1497_length_8174_cov_11.112083,4.759890556335449,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3490358,5.0443696975708,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5688_length_4897_cov_5.781082,6.433389854431151,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1401_length_8584_cov_10.444015,8.773067283630368,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_58_length_8248_cov_10.177957,6.323992020743233,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_748135,4.6860567092895495,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1066_length_6972_cov_9.912390,5.049485206604003,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_13531,4.204744148254395,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2916_length_4101_cov_8.050667,6.2416901270548495,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1594747,6.323757870992025,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1021_length_4724_cov_5.113086,4.71974328358968,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1223_length_6307_cov_9.523193,6.331280517578125,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3440_length_3778_cov_9.865163,4.908780288696288,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2495690,4.606254768371582,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2943_length_4081_cov_8.477397,7.187995147705077,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3431569,6.698865318298339,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3703563,5.908263816833495,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1744_length_6078_cov_11.087996,5.384693145751951,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Unclassified Schitoviridae
NODE_1414_length_7200_cov_13.940098,5.198843860626221,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_688_length_9860_cov_8.729628,4.529844220479329,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3393387,6.171522903442382,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae
genomad_k141_1435610,5.033172416687012,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_903920,7.916604804992676,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_426_length_8772_cov_7.340255,5.354085350036621,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_812_length_7613_cov_38.115639,7.168448956807455,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_838008,4.88743724822998,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2144028,4.957894859313965,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6526_length_4476_cov_5.107442,4.864957427978515,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2976828,6.901800836835589,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2669493,4.396831512451172,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2798456,4.891359138488769,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1086611,4.298329544067383,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_166_length_35584_cov_25.675364,5.711549737718371,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2206_length_5522_cov_8.184745,4.354060173034668,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3939_length_3702_cov_8.690430,4.08921890258789,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_9617_length_3778_cov_7.255708,5.795667457580565,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1803071,5.298610496520996,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Unclassified Crassvirales
NODE_1612_length_4682_cov_7.887400,8.746119499206543,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2359_length_8504_cov_21.441117,4.808061599731444,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified Kyanoviridae
NODE_1475_length_7267_cov_32.019551,5.11610050201416,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1649549,6.728901290893554,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_8475_length_3768_cov_6.189873,7.657871182759603,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_9057_length_3605_cov_5.576901,7.314859962463378,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2036496,4.100444602966308,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_769_length_6829_cov_6.162533,4.291650962829589,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1811_length_6004_cov_24.360565,5.084441184997558,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2227_length_5755_cov_6.576842,5.191284275054931,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3708_length_4175_cov_9.797816,5.306823730468749,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1857346,4.311715126037598,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1090067,5.90212688446045,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5539_length_4973_cov_5.761692,9.149679120381672,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1107_length_5533_cov_6.189485,5.291249847412109,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1719_length_7366_cov_68.284229,5.041262499491373,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1834_length_9928_cov_7.997164,7.244467258453368,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae
NODE_5169_length_5190_cov_5.700876,4.138015174865723,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3343561,5.617647743225096,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3696_length_3737_cov_20.315318,7.629450416564941,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_922_length_5999_cov_25.799966,5.860975456237792,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_483_length_6664_cov_16.664246,4.77648754119873,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2194816,9.583724975585938,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_372102,9.341291618347167,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_2813_length_6567_cov_36.805897,5.897314516703287,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3375_length_4093_cov_5.641902,5.222067985534668,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1192_length_8172_cov_9.858938,8.88685398101807,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3736_length_6373_cov_18.395537,4.966500282287597,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,Unclassified Kyanoviridae
NODE_3476_length_6692_cov_8.927226,5.568652534484862,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1602_length_7806_cov_20.635144,4.532534599304199,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1382236,4.85026454925537,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,Unclassified Demerecviridae
genomad_k141_2822302,7.361353683471681,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_273208,5.010397033691406,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3129700,7.082577781677246,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_285_length_25376_cov_66.872280,5.845125653193548,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_268166,5.914860314589281,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5209_length_5161_cov_10.080494,4.483283615112305,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3329784,5.957431221008301,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3532699,6.425787305831909,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_3802_length_6802_cov_34.176819,6.738075955708822,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2544426,5.710522651672363,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_6074_length_4701_cov_6.697159,4.565406481424966,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2456036,9.837956047058103,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1425588,5.118582471211751,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_3083919,5.354412174224852,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1676_length_6388_cov_26.270330,4.182122230529784,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_7047_length_4255_cov_4.795238,9.342323112487794,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_531248,5.789926719665528,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2442057,6.060450267791747,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4999_length_3595_cov_12.174576,8.091613197326659,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1727455,4.667053540547689,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1556_length_9803_cov_7.049549,4.575391197204591,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_1858_length_9824_cov_14.987512,7.42483081817627,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_1933777,4.183713722229004,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_5284_length_5114_cov_10.064637,5.029662609100341,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_2274966,8.692868614196776,,,,,Unclassified,Unclassified
genomad_k141_141558,6.435451316833496,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
NODE_4216_length_5870_cov_7.059501,5.214909400939941,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
genomad_k141_610558,7.592964363098146,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified Caudoviricetes,Unclassified Caudoviricetes
