user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
bin.260	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_016183935.1, s__Brevundimonas sp016183935, 95.0, 87.78, 0.78; GCF_011927945.1, s__Brevundimonas alba, 95.0, 87.54, 0.86; GCF_014202075.1, s__Brevundimonas basaltis, 95.0, 87.12, 0.78; GCA_015234495.1, s__Brevundimonas sp015234495, 95.0, 86.88, 0.84; GCA_018820665.1, s__Brevundimonas sp018820665, 95.0, 86.56, 0.68; GCA_012270135.1, s__Brevundimonas sp012270135, 95.0, 86.5, 0.78; GCA_023433655.1, s__Brevundimonas sp023433655, 95.0, 86.03, 0.75; GCA_023416055.1, s__Brevundimonas sp023416055, 95.0, 85.95, 0.81; GCF_001427825.1, s__Brevundimonas sp001427825, 95.0, 85.35, 0.79; GCA_002483305.1, s__Brevundimonas sp002483305, 95.0, 85.28, 0.74; GCA_004296955.1, s__Brevundimonas sp004296955, 95.0, 85.17, 0.78; GCA_018826515.1, s__Brevundimonas sp018826515, 95.0, 85.09, 0.76; GCA_023434265.1, s__Brevundimonas sp023434265, 95.0, 85.0, 0.76; GCA_013912005.1, s__Brevundimonas sp013912005, 95.0, 84.97, 0.76; GCA_023424215.1, s__Brevundimonas sp023424215, 95.0, 84.85, 0.71; GCF_001425945.1, s__Brevundimonas sp001425945, 95.0, 84.75, 0.84; GCA_001794825.1, s__Brevundimonas sp001794825, 95.0, 84.7, 0.78; GCF_900116065.1, s__Brevundimonas viscosa, 95.0, 84.64, 0.79; GCF_014196335.1, s__Brevundimonas lenta, 95.0, 84.6, 0.84; GCA_023259385.1, s__Brevundimonas sp023259385, 95.0, 83.96, 0.67; GCA_002343425.1, s__Brevundimonas sp002343425, 95.0, 83.93, 0.69; GCA_019746095.1, s__Brevundimonas sp019746095, 95.0, 83.82, 0.7; GCA_024711185.1, s__Brevundimonas sp024711185, 95.0, 83.8, 0.79; GCA_006515835.1, s__Brevundimonas sp006515835, 95.0, 83.79, 0.69; GCA_016742215.1, s__Brevundimonas sp016742215, 95.0, 83.19, 0.66; GCF_006547065.1, s__Brevundimonas sp006547065, 95.0, 82.9, 0.78; GCA_018820275.1, s__Brevundimonas sp018820275, 95.0, 82.31, 0.66; GCF_003627995.1, s__Brevundimonas naejangsanensis_B, 95.0, 82.17, 0.65; GCA_023390245.1, s__Brevundimonas sp023390245, 95.0, 82.11, 0.63; GCF_023503965.1, s__Brevundimonas albigilva, 95.0, 82.06, 0.68; GCA_019636155.1, s__Brevundimonas sp019636155, 95.0, 82.06, 0.62; GCA_002280785.1, s__Brevundimonas subvibrioides_B, 95.0, 81.93, 0.67; GCF_017487405.1, s__Brevundimonas goettingensis, 95.0, 81.92, 0.71; GCA_023451375.1, s__Brevundimonas sp023451375, 95.0, 81.89, 0.6; GCF_003934285.1, s__Brevundimonas fluminis, 95.0, 81.85, 0.66; GCF_002002865.1, s__Brevundimonas sp002002865, 95.0, 81.82, 0.66; GCA_016463295.1, s__Brevundimonas sp016463295, 95.0, 81.81, 0.63; GCA_945874855.1, s__Brevundimonas vancanneytii_A, 95.0, 81.79, 0.68; GCA_943913055.1, s__Brevundimonas sp943913055, 95.0, 81.78, 0.63; GCA_017302335.1, s__Brevundimonas sp017302335, 95.0, 81.77, 0.64; GCA_004210735.1, s__Brevundimonas sp004210735, 95.0, 81.76, 0.64; GCF_017487345.1, s__Brevundimonas pondensis, 95.0, 81.75, 0.66; GCA_022712235.1, s__Brevundimonas sp022712235, 95.0, 81.75, 0.55; GCA_023386645.1, s__Brevundimonas sp023386645, 95.0, 81.74, 0.63; GCA_019748055.1, s__Brevundimonas sp019748055, 95.0, 81.73, 0.64; GCF_004683885.1, s__Brevundimonas sp004683885, 95.0, 81.72, 0.59; GCF_001424025.1, s__Brevundimonas sp001424025, 95.0, 81.69, 0.66; GCA_002479495.1, s__Brevundimonas sp002479495, 95.0, 81.69, 0.66; GCF_000144605.1, s__Brevundimonas subvibrioides, 95.0, 81.65, 0.67; GCA_013912065.1, s__Brevundimonas sp013912065, 95.0, 81.64, 0.63; GCF_011064825.1, s__Brevundimonas mediterranea_A, 95.0657, 81.61, 0.67; GCA_002292165.1, s__Brevundimonas sp002292165, 95.0, 81.59, 0.61; GCF_002157625.1, s__Brevundimonas sp002157625, 95.0, 81.58, 0.62; GCA_943913355.1, s__Brevundimonas sp943913355, 95.0, 81.58, 0.62; GCA_002479325.1, s__Brevundimonas sp002479325, 95.0, 81.5, 0.58; GCA_002434505.1, s__Brevundimonas sp002434505, 95.0, 81.49, 0.65; GCF_002979535.1, s__Brevundimonas sp002979535, 95.0, 81.47, 0.66; GCA_003248455.1, s__Brevundimonas sp003248455, 95.0, 81.43, 0.61; GCA_023456105.1, s__Brevundimonas sp023456105, 95.0, 81.41, 0.58; GCF_014196125.1, s__Brevundimonas mediterranea, 95.0657, 81.39, 0.64; GCA_000318405.1, s__Brevundimonas diminuta_B, 95.0, 81.39, 0.6; GCA_002280475.1, s__Brevundimonas subvibrioides_C, 95.0, 81.38, 0.63; GCA_003248965.1, s__Brevundimonas sp003248965, 95.0, 81.37, 0.63; GCF_004614235.1, s__Brevundimonas intermedia, 95.0, 81.37, 0.64; GCF_001295975.1, s__Brevundimonas sp001295975, 95.0, 81.35, 0.58; GCF_019443405.1, s__Brevundimonas sp019443405, 95.0, 81.3, 0.59; GCF_020524625.1, s__Brevundimonas poindexterae, 95.0, 81.29, 0.63; GCF_000701445.1, s__Brevundimonas bacteroides, 95.0, 81.28, 0.64; GCF_014199955.1, s__Brevundimonas aurantiaca, 95.0, 81.25, 0.64; GCF_017795885.1, s__Brevundimonas sp017795885, 95.0, 81.23, 0.63; GCF_023147505.1, s__Brevundimonas sp002484265, 95.0, 81.13, 0.62; GCF_005484585.1, s__Brevundimonas sp005484585, 95.2477, 81.12, 0.62; GCA_018820205.1, s__Brevundimonas sp018820205, 95.0, 81.12, 0.6; GCF_902506205.1, s__Brevundimonas sp902506205, 95.0, 81.09, 0.65; GCF_014218725.1, s__Brevundimonas huaxiensis, 95.2477, 81.08, 0.63; GCA_000335735.1, s__Brevundimonas sp000335735, 95.0, 81.08, 0.61; GCF_014204545.1, s__Brevundimonas vesicularis_B, 95.0, 81.04, 0.62; GCF_022654015.1, s__Brevundimonas diminuta_C, 95.107, 81.03, 0.63; GCF_017744255.1, s__Brevundimonas sp017744255, 95.0, 81.03, 0.62; GCF_016429195.1, s__Brevundimonas sp016429195, 95.0, 81.03, 0.59; GCF_017086445.1, s__Brevundimonas vesicularis_A, 95.0, 80.99, 0.64; GCF_001592205.1, s__Brevundimonas vesicularis, 95.0, 80.93, 0.61; GCA_016463485.1, s__Brevundimonas sp016463485, 95.0, 80.93, 0.57; GCA_019748095.1, s__Brevundimonas sp019748095, 95.0, 80.92, 0.6; GCF_016654005.1, s__Brevundimonas nasdae, 95.0, 80.86, 0.61; GCA_016742135.1, s__Brevundimonas sp016742135, 95.0, 80.83, 0.58; GCF_003704105.1, s__Brevundimonas lutea, 95.0, 80.83, 0.59; GCA_001796045.1, s__Brevundimonas sp001796045, 95.0, 80.8, 0.54; GCF_000466985.1, s__Brevundimonas abyssalis, 95.0, 80.7, 0.56; GCA_013823285.1, s__Brevundimonas sp013823285, 95.0, 80.68, 0.54; GCA_018826885.1, s__Brevundimonas sp018826885, 95.0, 80.58, 0.56; GCA_019747095.1, s__Brevundimonas sp019747095, 95.0, 80.53, 0.51; GCA_018608325.1, s__Brevundimonas sp018608325, 95.0, 80.47, 0.58; GCF_016656965.1, s__Brevundimonas vitisensis, 95.0, 80.46, 0.58; GCA_020253595.1, s__Brevundimonas sp020253595, 95.0, 80.35, 0.51; GCA_023409795.1, s__Brevundimonas sp023409795, 95.0, 80.25, 0.55; GCF_014199945.1, s__Brevundimonas variabilis, 95.0, 80.1, 0.55; GCA_003241825.1, s__Brevundimonas sp003241825, 95.0, 79.76, 0.48; GCA_002483865.1, s__Brevundimonas sp002483865, 95.0, 79.23, 0.45; GCA_013693835.1, s__Brevundimonas sp002426005, 95.0, 79.11, 0.45"	95.43	11	0.9828973526222183	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.263	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__	N/A	N/A	N/A	N/A	N/A	GCA_913057255.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella sp913057255	83.17	0.78	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_018400355.1, s__Wenzhouxiangella sp018400355, 95.0, 78.36, 0.32; GCA_023258355.1, s__Wenzhouxiangella sp023258355, 95.0, 76.54, 0.12; GCA_913057195.1, s__Wenzhouxiangella sp913057195, 95.0, 76.44, 0.19"	65.58	11	0.991552524	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.264	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__	ANI	classification based on placement in class-level tree	"GCA_003045935.1, s__UBA3478 sp003045935, 95.0, 78.38, 0.25; GCA_018623195.1, s__UBA3478 sp018623195, 95.0, 78.33, 0.24; GCA_024638165.1, s__UBA3478 sp024638165, 95.0, 78.3, 0.25; GCA_002381155.1, s__UBA3478 sp002381155, 95.0, 78.1, 0.25; GCA_018623655.1, s__UBA3478 sp018623655, 95.0, 77.78, 0.21; GCA_018402205.1, s__UBA3478 sp018402205, 95.0, 77.1, 0.11; GCA_913060705.1, s__UBA3478 sp913060705, 95.0, 77.04, 0.11; GCA_023262185.1, s__UBA3478 sp023262185, 95.0, 76.57, 0.1"	92.1	11	0.9706862600465396	N/A
bin.266	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_018402295.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp018402295	86.77	0.57	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_021741925.1, s__Pontimonas sp021741925, 95.0, 80.09, 0.41; GCA_018666065.1, s__Pontimonas sp018666065, 95.0, 79.43, 0.42; GCA_023263045.1, s__Pontimonas sp023263045, 95.0, 79.16, 0.2"	45.98	11	0.9941982681718692	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.269	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	N/A	N/A	N/A	N/A	N/A	GCA_024643255.1	95	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__Sva-07 sp024643255	80.5	0.56	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015767405.1, s__Sva-07 sp015767405, 95.0, 77.58, 0.26; GCA_019090765.1, s__Sva-07 sp019090765, 95.0, 77.38, 0.19"	85.48	11	0.9383013285672949	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.277	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__	N/A	N/A	N/A	N/A	N/A	GCA_021545665.1	95	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus sp021545665	76.84	0.15	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_002795825.1, s__Mariprofundus ferrinatatus, 95.0, 77.28, 0.22; GCF_000153765.1, s__Mariprofundus ferrooxydans, 95.0, 77.15, 0.16; GCA_001871925.1, s__Mariprofundus sp001871925, 95.0, 77.1, 0.18; GCF_013387475.1, s__Mariprofundus sp013387475, 95.0, 77.07, 0.18; GCF_005818865.1, s__Mariprofundus erugo, 95.0, 76.92, 0.14; GCF_013387455.1, s__Mariprofundus sp013387455, 95.0, 76.9, 0.15; GCF_002795805.1, s__Mariprofundus aestuarium, 95.0, 76.88, 0.17; GCA_913056285.1, s__Mariprofundus sp913056285, 95.0, 76.78, 0.14; GCA_015485035.1, s__Mariprofundus sp015485035, 95.0, 76.76, 0.18; GCA_002791575.1, s__Mariprofundus sp002791575, 95.0, 76.74, 0.17; GCF_001895085.1, s__Mariprofundus micogutta, 95.0, 76.7, 0.12; GCA_021772835.1, s__Mariprofundus sp021772835, 95.0, 76.5, 0.09"	95.45	11	0.8863589228229889	N/A
bin.284	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_002950575.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas salivibrio	79.72	0.28	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_913063365.1, s__Pontimonas sp913063365, 95.0, 77.19, 0.15; GCA_002172585.1, s__Pontimonas sp002172585, 95.0, 76.72, 0.17"	83.59	11	0.9797617977873199	N/A
bin.285	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	50.21	11	0.8429086928711035	N/A
bin.292	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000620765.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__Desulfovermiculus halophilus	78.88	0.4	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	59.84	11	0.8868906428069021	N/A
bin.293	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Aquisalimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Aquisalimonadaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.62	11	0.8691373261035978	N/A
bin.321	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__CSBr16-57R1;s__	N/A	N/A	N/A	N/A	N/A	GCA_913060655.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__CSBr16-57R1;s__CSBr16-57R1 sp913060655	88.44	0.83	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__CSBr16-57R1;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_018401275.1, s__CSBr16-57R1 sp018401275, 95.0, 82.32, 0.7; GCA_007116505.1, s__CSBr16-57R1 sp007116505, 95.0, 81.95, 0.72; GCA_017852335.1, s__CSBr16-57R1 sp017852335, 95.0, 80.24, 0.6"	68.92	11	0.979173791	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.326	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_002950575.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas salivibrio	81.25	0.73	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_002172585.1, s__Pontimonas sp002172585, 95.0, 78.41, 0.23; GCA_913063365.1, s__Pontimonas sp913063365, 95.0, 78.08, 0.17"	63.81	11	0.9910199208692286	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.33	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Alexandriicola;s__	N/A	N/A	N/A	N/A	N/A	GCF_004000435.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Alexandriicola;s__Alexandriicola marinus	87.38	0.81	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Alexandriicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.8	11	0.9927142204450446	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.333	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_002950575.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas salivibrio	78.14	0.38	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_913063365.1, s__Pontimonas sp913063365, 95.0, 78.59, 0.27; GCA_018402295.1, s__Pontimonas sp018402295, 95.0, 78.08, 0.19; GCA_018666065.1, s__Pontimonas sp018666065, 95.0, 77.56, 0.15; GCA_002172585.1, s__Pontimonas sp002172585, 95.0, 77.54, 0.33"	87.31	11	0.974967711	N/A
bin.340	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__	N/A	N/A	N/A	N/A	N/A	GCA_913057215.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp913057215	83.08	0.81	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_000227525.2, s__HIMB30 sp000227525, 95.0, 77.24, 0.15; GCA_008087055.1, s__HIMB30 sp008087055, 95.0, 77.03, 0.15; GCA_024640985.1, s__HIMB30 sp024640985, 95.0, 76.84, 0.14; GCA_009886945.1, s__HIMB30 sp002691485, 95.0, 76.62, 0.14"	65.22	11	0.9842574802435897	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.341	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp002172585	GCA_002172585.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp002172585	97.38	0.72	GCA_002172585.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp002172585	97.38	0.72	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_913063365.1, s__Pontimonas sp913063365, 95.0, 79.74, 0.5; GCF_002950575.1, s__Pontimonas salivibrio, 95.0, 77.47, 0.3"	61.77	11	N/A	N/A
bin.348	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__	N/A	N/A	N/A	N/A	N/A	GCF_013387475.1	95	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus sp013387475	88.68	0.83	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_013387455.1, s__Mariprofundus sp013387455, 95.0, 85.76, 0.8; GCF_002795805.1, s__Mariprofundus aestuarium, 95.0, 80.0, 0.53; GCA_001871925.1, s__Mariprofundus sp001871925, 95.0, 78.46, 0.38; GCF_002795825.1, s__Mariprofundus ferrinatatus, 95.0, 78.44, 0.4; GCA_021772835.1, s__Mariprofundus sp021772835, 95.0, 77.71, 0.32; GCF_001895085.1, s__Mariprofundus micogutta, 95.0, 77.5, 0.32; GCA_002791575.1, s__Mariprofundus sp002791575, 95.0, 77.03, 0.26; GCF_000153765.1, s__Mariprofundus ferrooxydans, 95.0, 76.97, 0.21; GCF_005818865.1, s__Mariprofundus erugo, 95.0, 76.79, 0.21; GCA_021772775.1, s__Mariprofundus sp021772775, 95.0, 76.69, 0.15; GCF_003665155.1, s__Mariprofundus sp003665155, 95.0, 76.66, 0.16; GCA_015485035.1, s__Mariprofundus sp015485035, 95.0, 76.65, 0.12; GCA_913056285.1, s__Mariprofundus sp913056285, 95.0, 76.56, 0.13; GCA_021545665.1, s__Mariprofundus sp021545665, 95.0, 76.28, 0.11"	53.68	11	0.9894693120150198	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.352	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	N/A	N/A	N/A	N/A	N/A	GCA_913057135.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp913057135	81.04	0.64	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.97	11	0.9825519	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.36	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__CAJXVY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__CAJXVY01;s__	ANI	classification based on placement in class-level tree	"GCA_913056225.1, s__CAJXVY01 sp913056225, 95.0, 78.88, 0.36; GCA_913062975.1, s__CAJXVY01 sp913062975, 95.0, 78.66, 0.38; GCA_913060985.1, s__CAJXVY01 sp913060985, 95.0, 78.51, 0.32"	61.05	11	0.9766010593978098	N/A
bin.37	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_001314805.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibacterium;s__Roseibacterium sp001314805	90.27	0.84	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_019800885.1, s__Roseibacterium sp019800885, 95.0, 80.21, 0.57; GCF_000590925.1, s__Roseibacterium elongatum, 95.0, 79.48, 0.54"	49.99	11	0.991723062	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
