metagenome_origin	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_5348_length_2638_cov_10.312040	2638	No terminal repeats	3	11	0.77	NA	0	0.2782	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14498_length_2638_cov_5.237708	2638	No terminal repeats	2	11	0.8005	NA	0	0	NA	NA
220806_BK_F5_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3974_length_2638_cov_13.537747	2638	No terminal repeats	3	11	0.8465	NA	0	1.7183	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14490_length_2638_cov_58.003097	2638	No terminal repeats	2	11	0.8647	NA	0	0	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3555_length_2638_cov_17.451026	2638	No terminal repeats	3	11	0.9646	NA	0	2.0002	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4769_length_2638_cov_6.913666	2638	No terminal repeats	2	11	0.9942	NA	1	2.0216	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7158_length_2639_cov_3.814628	2639	No terminal repeats	3	11	0.7094	NA	0	1.1625	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_5627_length_2639_cov_6.844814	2639	No terminal repeats	3	11	0.733	NA	0	0.2338	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14482_length_2639_cov_6.439241	2639	No terminal repeats	5	11	0.7842	NA	0	0.3133	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_6816_length_2639_cov_8.683437	2639	No terminal repeats	4	11	0.7955	NA	0	0.667	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11315_length_2639_cov_5.111068	2639	No terminal repeats	3	11	0.8125	NA	0	0	NA	NA
220816_LF_B6_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1192_length_2639_cov_4.102941	2639	No terminal repeats	2	11	0.8309	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14488_length_2639_cov_4.041409	2639	No terminal repeats	3	11	0.8636	NA	0	0	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_15123_length_2639_cov_18.526316	2639	No terminal repeats	7	11	0.9107	NA	0	0.5849	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4395_length_2639_cov_14.142415	2639	No terminal repeats	4	11	0.9462	NA	0	2.6593	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_5601_length_2639_cov_5.302632	2639	No terminal repeats	2	11	0.9466	NA	0	1.2971	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7153_length_2639_cov_20.954721	2639	No terminal repeats	3	11	0.9718	NA	0	2.8867	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3165_length_2639_cov_8.448529	2639	No terminal repeats	2	11	0.973	NA	0	1.7183	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_6821_length_2639_cov_4.059211	2639	No terminal repeats	6	11	0.9837	NA	0	2.3925	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_15120_length_2640_cov_6.720696	2640	No terminal repeats	3	11	0.7024	NA	0	0.9399	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14475_length_2640_cov_4.709478	2640	No terminal repeats	3	11	0.7648	NA	0	0	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_6416_length_2640_cov_9.418956	2640	No terminal repeats	3	11	0.7732	NA	0	0.3198	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12578_length_2640_cov_42.639845	2640	No terminal repeats	5	11	0.8005	NA	0	0	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12583_length_2640_cov_6.733075	2640	No terminal repeats	4	11	0.8116	NA	0	0	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7644_length_2640_cov_7.786074	2640	No terminal repeats	3	11	0.8267	NA	0	0.4794	NA	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_5915_length_2640_cov_30.389555	2640	No terminal repeats	3	11	0.847	NA	0	0	NA	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_3361_length_2640_cov_6.476209	2640	No terminal repeats	3	11	0.8758	NA	0	1.4656	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7645_length_2640_cov_6.858414	2640	No terminal repeats	3	11	0.8838	NA	0	1.938	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7149_length_2640_cov_8.056093	2640	No terminal repeats	2	11	0.9782	NA	0	1.7183	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3549_length_2641_cov_5.780356	2641	No terminal repeats	3	11	0.7108	NA	0	0.1708	NA	NF033135
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11294_length_2641_cov_6.018175	2641	No terminal repeats	3	11	0.7988	NA	0	0	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2893_length_2641_cov_13.059938	2641	No terminal repeats	5	11	0.8012	NA	0	0	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_7045_length_2641_cov_48.265661	2641	No terminal repeats	3	11	0.8134	NA	0	1.0454	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14467_length_2641_cov_4.017788	2641	No terminal repeats	3	11	0.8499	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14461_length_2641_cov_6.573473	2641	No terminal repeats	3	11	0.8533	NA	0	0	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4715_length_2641_cov_5.682908	2641	No terminal repeats	2	11	0.8702	NA	0	0	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3550_length_2641_cov_5.367749	2641	No terminal repeats	5	11	0.8962	NA	0	1.6323	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12577_length_2641_cov_5.051817	2641	No terminal repeats	4	11	0.8999	NA	0	0.4492	NA	NA
220811_MW_F13_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_5187_length_2641_cov_33.677108	2641	No terminal repeats	3	11	0.9673	NA	0	1.4658	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8915_length_2641_cov_88.245166	2641	No terminal repeats	3	11	0.9689	NA	0	1.4658	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1688_length_2642_cov_12.699652	2642	No terminal repeats	1	11	0.7183	NA	0	0	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8909_length_2642_cov_24.843448	2642	No terminal repeats	4	11	0.7273	NA	0	1.7083	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8908_length_2642_cov_27.226517	2642	No terminal repeats	4	11	0.7946	NA	0	1.0567	NA	NA
220813_JW_F23_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_1949_length_2642_cov_25.721685	2642	DTR	4	11	0.8072	NA	0	0	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12565_length_2642_cov_9.972555	2642	No terminal repeats	3	11	0.8153	NA	0	0	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4441_length_2642_cov_10.215307	2642	No terminal repeats	3	11	0.8508	NA	0	0	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_6408_length_2642_cov_23.540008	2642	No terminal repeats	4	11	0.937	NA	0	2.3605	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_7037_length_2642_cov_223.469269	2642	No terminal repeats	3	11	0.9377	NA	0	0.6599	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2002_length_2642_cov_13.932354	2642	No terminal repeats	4	11	0.9447	NA	1	1.3287	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3937_length_2642_cov_10.912254	2642	No terminal repeats	2	11	0.9654	NA	0	0.4714	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_7041_length_2642_cov_7.506765	2642	No terminal repeats	2	11	0.969	NA	1	0.9172	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14439_length_2643_cov_7.021638	2643	No terminal repeats	3	11	0.7541	NA	0	0	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_12988_length_2643_cov_13.279366	2643	No terminal repeats	5	11	0.8008	NA	0	0.6004	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4705_length_2643_cov_20.100077	2643	No terminal repeats	3	11	0.8106	NA	0	0	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7133_length_2643_cov_5.123261	2643	No terminal repeats	3	11	0.8124	NA	0	0.3614	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_5760_length_2643_cov_15.088485	2643	No terminal repeats	5	11	0.8169	NA	0	0.4801	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8906_length_2643_cov_4.996136	2643	No terminal repeats	2	11	0.9176	NA	0	0.9834	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_7035_length_2643_cov_4.311824	2643	No terminal repeats	1	11	0.9436	NA	0	1.6998	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2199_length_2643_cov_119.899150	2643	No terminal repeats	3	11	0.9632	NA	1	0.663	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_7036_length_2643_cov_4.133308	2643	No terminal repeats	2	11	0.9659	NA	0	1.6582	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7621_length_2643_cov_8.380603	2643	No terminal repeats	4	11	0.9684	NA	0	1.9864	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7131_length_2644_cov_4.562379	2644	No terminal repeats	2	11	0.7217	NA	0	0.4851	NA	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_5907_length_2644_cov_9.567401	2644	No terminal repeats	6	11	0.7539	NA	0	0	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12554_length_2644_cov_9.144844	2644	No terminal repeats	4	11	0.7743	NA	0	0.1068	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7128_length_2644_cov_8.648899	2644	No terminal repeats	3	11	0.9451	NA	0	1.7277	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4753_length_2644_cov_7.396678	2644	No terminal repeats	5	11	0.988	NA	0	3.3995	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4701_length_2645_cov_10.986100	2645	No terminal repeats	3	11	0.7332	NA	0	0.2786	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2884_length_2645_cov_10.606950	2645	No terminal repeats	7	11	0.8187	NA	0	0	NA	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_3340_length_2645_cov_8.371429	2645	No terminal repeats	4	11	0.8887	NA	0	2.5589	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_5753_length_2645_cov_3.088803	2645	No terminal repeats	2	11	0.8989	NA	0	0.6483	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3530_length_2645_cov_33.043629	2645	No terminal repeats	4	11	0.9265	NA	0	0.8776	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11252_length_2645_cov_4.391120	2645	No terminal repeats	5	11	0.9266	NA	0	0.4012	NA	NA
220806_BK_F5_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3958_length_2645_cov_21.093822	2645	No terminal repeats	6	11	0.9446	NA	0	4.2987	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_8729_length_2645_cov_13.399228	2645	No terminal repeats	7	11	0.9486	NA	1	3.1328	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2886_length_2645_cov_5.157529	2645	DTR	4	11	0.9732	NA	1	1.2116	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_7297_length_2645_cov_10.203861	2645	No terminal repeats	4	11	0.9742	NA	0	2.6915	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4698_length_2646_cov_10.891162	2646	No terminal repeats	3	11	0.751	NA	0	0.2973	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_15076_length_2646_cov_101.005403	2646	No terminal repeats	3	11	0.8263	NA	0	0.2508	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12544_length_2646_cov_7.302200	2646	No terminal repeats	4	11	0.878	NA	0	0	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11327_length_2646_cov_3.438055	2646	No terminal repeats	6	11	0.9579	NA	0	2.2733	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_5183_length_2646_cov_6.529139	2646	No terminal repeats	3	11	0.9911	NA	1	1.7183	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11225_length_2647_cov_6.239583	2647	No terminal repeats	5	11	0.7412	NA	0	1.8776	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2182_length_2647_cov_4.802855	2647	No terminal repeats	3	11	0.7586	NA	0	0	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4694_length_2647_cov_8.233796	2647	No terminal repeats	3	11	0.8373	NA	0	0.2572	NA	NA
220816_LF_B6_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1185_length_2647_cov_4.288194	2647	No terminal repeats	2	11	0.8662	NA	0	1.7481	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8883_length_2647_cov_7.145062	2647	No terminal repeats	3	11	0.8769	NA	0	0.6216	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_8866_length_2647_cov_14.882716	2647	No terminal repeats	5	11	0.9074	NA	0	0.3112	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_7123_length_2647_cov_3.573302	2647	No terminal repeats	4	11	0.9445	NA	0	0.9509	NA	NA
220812_MW_F11_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3525_length_2647_cov_5.625772	2647	No terminal repeats	3	11	0.9831	NA	0	1.7183	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_5565_length_2648_cov_15.749711	2648	No terminal repeats	3	11	0.8601	NA	0	1.471	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4428_length_2648_cov_6.726957	2648	No terminal repeats	2	11	0.8911	NA	0	1.1604	NA	NA
220811_MW_F13_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_5169_length_2648_cov_15.621288	2648	No terminal repeats	2	11	0.9512	NA	0	1.6765	NA	NA
220807_MW_S7_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_6321_length_2648_cov_13.932125	2648	No terminal repeats	1	11	0.984	NA	0	1.2432	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_12931_length_2649_cov_11.586739	2649	No terminal repeats	4	11	0.7148	NA	0	0.1486	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_10429_length_2649_cov_7.656130	2649	No terminal repeats	3	11	0.7833	NA	0	0.5384	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_5319_length_2649_cov_7.670393	2649	No terminal repeats	4	11	0.8572	NA	0	0.1817	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_12939_length_2649_cov_3.456823	2649	No terminal repeats	4	11	0.8594	NA	0	0.7818	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11303_length_2649_cov_13.406708	2649	No terminal repeats	4	11	0.9851	NA	0	1.7183	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4355_length_2650_cov_19.087861	2650	No terminal repeats	2	11	0.7667	NA	0	0.6665	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4421_length_2650_cov_12.213873	2650	No terminal repeats	2	11	0.7679	NA	0	0.6665	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11205_length_2650_cov_6.177264	2650	No terminal repeats	6	11	0.8046	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14382_length_2650_cov_11.616185	2650	No terminal repeats	2	11	0.8227	NA	0	0	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_8724_length_2650_cov_16.853565	2650	No terminal repeats	2	11	0.8235	NA	1	1.0693	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_8852_length_2650_cov_5.932177	2650	No terminal repeats	1	11	0.867	NA	1	1.6297	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8053_length_2650_cov_4.950674	2650	No terminal repeats	5	11	0.8694	NA	0	1.8771	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8545_length_2650_cov_11.394990	2650	No terminal repeats	3	11	0.9202	NA	0	2.2994	NA	NA
220811_MW_F14_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_6485_length_2650_cov_20.072062	2650	No terminal repeats	1	11	0.934	NA	0	1.1992	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8049_length_2650_cov_81.869750	2650	No terminal repeats	4	11	0.9353	NA	0	0.5217	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_5318_length_2650_cov_4.791522	2650	No terminal repeats	4	11	0.9511	NA	0	0.8954	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_12919_length_2650_cov_9.984971	2650	No terminal repeats	3	11	0.9809	NA	0	2.7282	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_7278_length_2651_cov_11.042373	2651	No terminal repeats	4	11	0.7411	NA	0	0	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8866_length_2651_cov_67.176425	2651	No terminal repeats	2	11	0.7532	NA	0	0.5885	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_7277_length_2651_cov_18.260015	2651	No terminal repeats	8	11	0.7619	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14374_length_2651_cov_7.681433	2651	No terminal repeats	3	11	0.8009	NA	0	0	NA	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_5888_length_2651_cov_12.538906	2651	No terminal repeats	5	11	0.8009	NA	0	0	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_8715_length_2651_cov_53.412943	2651	No terminal repeats	4	11	0.9052	NA	0	0.993	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14375_length_2651_cov_5.893683	2651	No terminal repeats	3	11	0.9102	NA	0	0.7223	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2184_length_2651_cov_4.179122	2651	No terminal repeats	4	11	0.9876	NA	0	3.1719	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_1661_length_2652_cov_6.580670	2652	No terminal repeats	5	11	0.7096	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14364_length_2652_cov_10.118983	2652	No terminal repeats	4	11	0.8438	NA	0	0.7941	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_12509_length_2652_cov_7.150558	2652	No terminal repeats	3	11	0.8603	NA	0	0	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_15036_length_2652_cov_18.241432	2652	No terminal repeats	3	11	0.8886	NA	0	1.0277	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7583_length_2652_cov_5.882942	2652	No terminal repeats	4	11	0.9802	NA	0	2.193	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2858_length_2653_cov_11.780985	2653	No terminal repeats	5	11	0.7306	NA	0	0	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3910_length_2653_cov_12.212086	2653	No terminal repeats	5	11	0.7374	NA	0	0	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3912_length_2653_cov_5.706697	2653	No terminal repeats	4	11	0.7906	NA	0	0	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_2859_length_2653_cov_10.271747	2653	No terminal repeats	2	11	0.8176	NA	0	0	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3911_length_2653_cov_7.169361	2653	No terminal repeats	3	11	0.8991	NA	0	1.2995	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_2180_length_2653_cov_8.901848	2653	No terminal repeats	6	11	0.9039	NA	0	1.4235	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_8703_length_2653_cov_16.551578	2653	No terminal repeats	3	11	0.9637	NA	0	1.5674	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4415_length_2653_cov_29.328714	2653	No terminal repeats	4	11	0.9696	NA	1	1.6894	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14353_length_2654_cov_4.135052	2654	No terminal repeats	1	11	0.7024	NA	0	0	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11272_length_2654_cov_6.277799	2654	No terminal repeats	3	11	0.7549	NA	0	1.8954	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_8696_length_2654_cov_7.719508	2654	No terminal repeats	3	11	0.7552	NA	0	0.4086	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_6973_length_2654_cov_8.549057	2654	No terminal repeats	4	11	0.7731	NA	0	0	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_4413_length_2654_cov_8.744132	2654	No terminal repeats	2	11	0.8185	NA	0	0	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_5543_length_2654_cov_3.330512	2654	No terminal repeats	4	11	0.8208	NA	0	1.2037	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_6972_length_2654_cov_10.111966	2654	No terminal repeats	3	11	0.9366	NA	0	1.8274	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11172_length_2654_cov_7.009619	2654	No terminal repeats	6	11	0.9519	NA	0	3.0047	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11174_length_2654_cov_6.499038	2654	No terminal repeats	3	11	0.9855	NA	1	3.3479	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14339_length_2655_cov_10.917692	2655	No terminal repeats	3	11	0.7118	NA	0	0.3344	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_5707_length_2655_cov_29.851154	2655	No terminal repeats	2	11	0.7335	NA	0	1.4499	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14343_length_2655_cov_4.546923	2655	No terminal repeats	1	11	0.7835	NA	0	0	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_5306_length_2655_cov_7.793462	2655	No terminal repeats	3	11	0.8144	NA	0	0.1967	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_14341_length_2655_cov_8.408462	2655	No terminal repeats	3	11	0.8526	NA	0	0.3719	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4675_length_2655_cov_4.025385	2655	No terminal repeats	3	11	0.8815	NA	0	1.0459	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7574_length_2655_cov_4.981923	2655	No terminal repeats	3	11	0.9069	NA	0	0.4927	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_8014_length_2655_cov_9.108462	2655	No terminal repeats	4	11	0.9099	NA	0	0.9787	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_5590_length_2655_cov_7.521538	2655	No terminal repeats	5	11	0.9156	NA	0	0.5643	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_15023_length_2655_cov_7.679615	2655	No terminal repeats	2	11	0.9392	NA	0	1.257	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_8671_length_2655_cov_4.342308	2655	No terminal repeats	4	11	0.9732	NA	1	2.0678	NA	NF033068
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_12881_length_2655_cov_5.203077	2655	No terminal repeats	3	11	0.9856	NA	0	0.8166	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_8821_length_2656_cov_21.112649	2656	No terminal repeats	4	11	0.7547	NA	0	1.3056	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_11150_length_2656_cov_7.158785	2656	No terminal repeats	4	11	0.76	NA	0	0	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_6963_length_2656_cov_6.428297	2656	No terminal repeats	2	11	0.7612	NA	0	0	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4331_length_2656_cov_13.004998	2656	No terminal repeats	2	11	0.7635	NA	0	1.2674	NA	NA
