seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_1490291	9256	No terminal repeats	12	11	0.9372	NA	0	1.7877	NA	NA
k141_3381686	9252	No terminal repeats	10	11	0.904	NA	0	1.5839	NA	NA
k141_3659045	9250	No terminal repeats	6	11	0.9507	NA	0	1.0773	NA	NA
k141_3443876	9248	No terminal repeats	9	11	0.8911	NA	0	0.3273	NA	NA
k141_3701851	9242	No terminal repeats	9	11	0.7453	NA	0	0.7903	NA	NA
k141_2823146	9240	No terminal repeats	6	11	0.9224	NA	0	1.2924	NA	NA
k141_901924	9230	No terminal repeats	10	11	0.9736	NA	0	1.0984	NA	NA
k141_38696	9226	No terminal repeats	14	11	0.9888	NA	0	2.9923	NA	NA
k141_3709737	9225	No terminal repeats	9	11	0.8211	NA	0	0.3059	NA	NA
k141_2386930	9225	No terminal repeats	10	11	0.7754	NA	0	0	NA	NA
k141_1073309	9203	No terminal repeats	10	11	0.9483	NA	0	1.6143	NA	NA
k141_251770	9201	No terminal repeats	11	11	0.9163	NA	0	0.6304	NA	NA
k141_418356	9201	No terminal repeats	12	11	0.8889	NA	0	3.512	NA	NA
k141_1515895	9198	No terminal repeats	16	11	0.804	NA	0	0	NA	NA
k141_1849611	9193	No terminal repeats	11	11	0.973	NA	0	2.9446	NA	NA
k141_93097	9173	No terminal repeats	9	11	0.9408	NA	0	1.4717	NA	NA
k141_1444954	9164	No terminal repeats	11	11	0.7456	NA	0	0.5952	NA	NA
k141_2081452	9158	No terminal repeats	7	11	0.8873	NA	0	0.5188	NA	NA
k141_1495418	9137	No terminal repeats	10	11	0.9329	NA	0	1.9788	NA	NA
k141_3570445	9128	No terminal repeats	11	11	0.9068	NA	0	1.0837	NA	NA
k141_1267437	9127	No terminal repeats	9	11	0.9738	NA	0	1.6725	NA	NA
k141_2947061	9098	No terminal repeats	10	11	0.9285	NA	1	1.5314	NA	NA
k141_1554900	9081	No terminal repeats	10	11	0.763	NA	0	0.5538	NA	NA
k141_464980	9069	No terminal repeats	9	11	0.9123	NA	0	1.9549	NA	NA
k141_1341667	9052	No terminal repeats	10	11	0.8291	NA	0	1.9827	NA	NA
k141_1439956	9042	No terminal repeats	11	11	0.7897	NA	0	0.1737	NA	NA
k141_4028	9037	No terminal repeats	10	11	0.975	NA	0	0.1942	NA	NA
k141_298844	9029	No terminal repeats	15	11	0.9438	NA	0	1.6686	NA	NF000493
k141_2271455	9015	No terminal repeats	12	11	0.7014	NA	0	0	NA	NA
k141_2709072	9014	No terminal repeats	18	11	0.9879	NA	0	1.8898	NA	NA
k141_1381749	9009	No terminal repeats	11	11	0.9429	NA	0	0.0595	NA	NA
k141_630208	9008	No terminal repeats	7	11	0.8104	NA	0	1.0217	NA	NA
k141_3226652	9003	No terminal repeats	9	11	0.9286	NA	0	1.3645	NA	NA
k141_2707437	8998	No terminal repeats	9	11	0.8822	NA	0	1.0242	NA	NA
k141_3229179	8994	DTR	13	11	0.9674	NA	0	1.7183	NA	NA
k141_72244	8985	No terminal repeats	9	11	0.8704	NA	0	0.1431	NA	NA
k141_203380	8975	No terminal repeats	10	11	0.8681	NA	0	0.4349	NA	NA
k141_678833	8973	No terminal repeats	4	11	0.8315	NA	0	0	NA	NA
k141_9260	8971	No terminal repeats	17	11	0.8388	NA	0	0	NA	NA
k141_3588728	8969	No terminal repeats	8	11	0.9406	NA	0	1.6467	NA	NA
k141_2965467	8968	No terminal repeats	8	11	0.9481	NA	0	1.587	NA	NA
k141_1211778	8968	No terminal repeats	7	11	0.7726	NA	0	0.212	NA	NA
k141_2034407	8954	No terminal repeats	9	11	0.7759	NA	0	0.1865	NA	NA
k141_1301453	8954	No terminal repeats	14	11	0.7535	NA	0	0	NA	NA
k141_360539	8952	No terminal repeats	9	11	0.8995	NA	0	0.9524	NA	NA
k141_2685579	8948	No terminal repeats	9	11	0.9496	NA	0	1.2171	NA	NA
k141_1639038	8948	No terminal repeats	8	11	0.8363	NA	0	0.2737	NA	NA
k141_2876139	8939	No terminal repeats	10	11	0.915	NA	0	0.6769	NA	NA
k141_438510	8933	No terminal repeats	6	11	0.7597	NA	0	0.9851	NA	NA
k141_1915354	8923	No terminal repeats	14	11	0.7845	NA	0	0	NA	NA
k141_1383949	8920	No terminal repeats	4	11	0.9381	NA	0	1.7183	NA	NA
k141_182360	8919	No terminal repeats	9	11	0.8429	NA	0	1.7001	NA	NA
k141_462223	8913	No terminal repeats	8	11	0.8422	NA	0	0	NA	NA
k141_1263422	8907	No terminal repeats	15	11	0.7292	NA	0	0	NA	NA
k141_296836	8898	No terminal repeats	10	11	0.934	NA	0	0.2842	NA	NA
k141_1173020	8887	No terminal repeats	10	11	0.9225	NA	0	0.8105	NA	NA
k141_2686261	8884	No terminal repeats	8	11	0.7017	NA	0	0.7515	NA	NA
k141_2984431	8881	No terminal repeats	11	11	0.8868	NA	0	1.0444	NA	NA
k141_1283416	8878	No terminal repeats	9	11	0.9458	NA	0	0.6161	NA	NA
k141_711854	8868	No terminal repeats	11	11	0.7231	NA	0	0	NA	NA
k141_366092	8860	No terminal repeats	10	11	0.8662	NA	0	0.8748	NA	NA
k141_2093511	8840	No terminal repeats	10	11	0.9732	NA	2	5.1125	NA	NA
k141_3189354	8832	No terminal repeats	9	11	0.9358	NA	0	0.6558	NA	NA
k141_3501094	8831	No terminal repeats	10	11	0.8147	NA	0	0.3167	NA	NA
k141_1060182	8826	No terminal repeats	12	11	0.9436	NA	0	2.5957	NA	NA
k141_368284	8826	No terminal repeats	7	11	0.8265	NA	0	2.318	NA	NA
k141_3120091	8825	No terminal repeats	10	11	0.9548	NA	0	1.9281	NA	NA
k141_800503	8821	No terminal repeats	12	11	0.9361	NA	0	1.3403	NA	NA
k141_2753538	8807	No terminal repeats	8	11	0.7758	NA	0	0	NA	NA
k141_129103	8804	No terminal repeats	5	11	0.7827	NA	0	0.1405	NA	NA
k141_781599	8803	No terminal repeats	10	11	0.8111	NA	0	1.0026	NA	NA
k141_1391534	8796	No terminal repeats	12	11	0.7423	NA	0	0.8151	NA	NA
k141_2289567	8795	No terminal repeats	11	11	0.7605	NA	0	0.8484	NA	NA
k141_3335179	8784	No terminal repeats	8	11	0.9256	NA	0	1.2599	NA	NA
k141_3020836	8775	No terminal repeats	9	11	0.9092	NA	0	2.5812	NA	NA
k141_3053638	8773	No terminal repeats	11	11	0.9677	NA	0	3.1893	NA	NA
k141_2632272	8772	No terminal repeats	10	11	0.9811	NA	0	1.7183	NA	NA
k141_3736616	8741	No terminal repeats	11	11	0.7691	NA	0	1.3707	NA	NA
k141_3705474	8735	No terminal repeats	9	11	0.8207	NA	0	0.1599	NA	NA
k141_1193024	8730	No terminal repeats	8	11	0.945	NA	0	3.2748	NA	NA
k141_2759665	8720	No terminal repeats	5	11	0.9695	NA	0	1.7779	NA	NA
k141_3297837	8713	No terminal repeats	8	11	0.782	NA	0	0.1989	NA	NA
k141_2447529	8709	No terminal repeats	7	11	0.9335	NA	0	0.7841	NA	NA
k141_84359	8705	No terminal repeats	10	11	0.9027	NA	0	1.5508	NA	NA
k141_1791657	8690	No terminal repeats	16	11	0.8322	NA	0	0	NA	NA
k141_2257615	8681	No terminal repeats	9	11	0.8962	NA	0	0.993	NA	NA
k141_3105987	8680	No terminal repeats	11	11	0.8223	NA	0	1.388	NA	NA
k141_2678614	8678	No terminal repeats	9	11	0.8995	NA	0	0.32	NA	NA
k141_3008021	8677	No terminal repeats	7	11	0.8213	NA	0	0.9397	NA	NA
k141_473319	8664	No terminal repeats	7	11	0.9169	NA	0	0.6426	NA	NA
k141_1156558	8664	No terminal repeats	4	11	0.8984	NA	1	1.5314	NA	NA
k141_2973779	8650	No terminal repeats	9	11	0.7055	NA	0	0.1148	NA	NA
k141_1530824	8642	No terminal repeats	8	11	0.8277	NA	0	0.3743	NA	NA
k141_701607	8640	No terminal repeats	9	11	0.7406	NA	0	1.9583	NA	NF033156
k141_84852	8629	No terminal repeats	9	11	0.7202	NA	0	0.2963	NA	NA
k141_370053	8626	No terminal repeats	9	11	0.7941	NA	0	1.5862	NA	NF012174
k141_1434791	8622	No terminal repeats	10	11	0.8189	NA	0	0	NA	NA
k141_1121016	8619	No terminal repeats	10	11	0.9728	NA	0	4.0422	NA	NA
k141_3517453	8615	No terminal repeats	7	11	0.7383	NA	0	0.32	NA	NA
k141_2418570	8600	No terminal repeats	8	11	0.8542	NA	0	0.6103	NA	NA
k141_3264281	8596	No terminal repeats	5	11	0.8574	NA	0	0.5736	NA	NA
k141_2223281	8589	No terminal repeats	9	11	0.8881	NA	0	1.0852	NA	NA
k141_85987	8588	No terminal repeats	10	11	0.9228	NA	0	0.3286	NA	NA
k141_3670584	8588	No terminal repeats	11	11	0.7745	NA	0	0.8055	NA	NA
k141_395166	8582	No terminal repeats	12	11	0.7271	NA	0	1.0439	NA	NA
k141_1563764	8574	No terminal repeats	12	11	0.8712	NA	0	0.2396	NA	NA
k141_3203013	8570	No terminal repeats	8	11	0.8013	NA	0	0.9302	NA	NA
k141_2018906	8561	No terminal repeats	10	11	0.7262	NA	0	1.6516	NA	NA
k141_3483599	8543	No terminal repeats	7	11	0.8971	NA	0	1.5141	NA	NA
k141_3426660	8536	No terminal repeats	7	11	0.7059	NA	0	1.2582	NA	NA
k141_2595791	8535	No terminal repeats	9	11	0.8548	NA	0	0	NA	NA
k141_2201885	8533	No terminal repeats	9	11	0.9489	NA	0	1.4375	NA	NA
k141_2269720	8531	No terminal repeats	8	11	0.7099	NA	0	0	NA	NA
k141_12832	8530	No terminal repeats	14	11	0.927	NA	0	1.3638	NA	NA
k141_3359737	8530	No terminal repeats	8	11	0.755	NA	0	0.2342	NA	NA
k141_1101805	8524	No terminal repeats	11	11	0.9328	NA	0	0.4876	NA	NA
k141_304544	8513	No terminal repeats	11	11	0.9797	NA	0	1.8551	NA	NA
k141_1905081	8513	No terminal repeats	10	11	0.7112	NA	0	1.5663	NA	NA
k141_1412719	8509	No terminal repeats	9	11	0.8198	NA	0	0	NA	NA
k141_1399880	8508	No terminal repeats	10	11	0.939	NA	0	2.0582	NA	NA
k141_1444675	8474	No terminal repeats	12	11	0.7044	NA	0	0	NA	NA
k141_1322893	8466	No terminal repeats	7	11	0.8823	NA	0	0.4778	NA	NA
k141_2610448	8463	No terminal repeats	7	11	0.7693	NA	0	0.5098	NA	NA
k141_2207904	8458	No terminal repeats	9	11	0.9479	NA	0	1.705	NA	NA
k141_3110759	8457	No terminal repeats	10	11	0.7968	NA	1	1.5725	NA	NA
k141_2526627	8443	No terminal repeats	10	11	0.8195	NA	0	0	NA	NA
k141_1789591	8438	DTR	16	11	0.9902	NA	1	3.4297	NA	NA
k141_3444810	8430	No terminal repeats	11	11	0.7656	NA	0	0	NA	NA
k141_1738777	8427	No terminal repeats	5	11	0.9846	NA	0	3.7696	NA	NA
k141_2545531	8420	No terminal repeats	10	11	0.9064	NA	0	0	NA	NA
k141_327798	8420	No terminal repeats	8	11	0.8513	NA	0	0.1425	NA	NA
k141_1593059	8412	No terminal repeats	10	11	0.9934	NA	0	4.0158	NA	NA
k141_2747678	8412	No terminal repeats	8	11	0.9725	NA	0	1.0796	NA	NA
k141_1879797	8411	No terminal repeats	11	11	0.8327	NA	0	1.6817	NA	NA
k141_2833930	8409	No terminal repeats	6	11	0.8762	NA	0	0	NA	NA
k141_287654	8409	No terminal repeats	8	11	0.7531	NA	0	0.4156	NA	NA
k141_1957826	8405	No terminal repeats	9	11	0.8579	NA	0	3.5442	NA	NA
k141_2337790	8403	No terminal repeats	10	11	0.703	NA	0	1.1335	NA	NA
k141_601810	8403	No terminal repeats	9	11	0.7026	NA	0	0.8851	NA	NA
k141_1515666	8398	No terminal repeats	9	11	0.9265	NA	0	0.5174	NA	NA
k141_3579823	8398	No terminal repeats	8	11	0.8414	NA	0	0.8814	NA	NA
k141_3670853	8388	No terminal repeats	7	11	0.8197	NA	0	0.5012	NA	NA
k141_501863	8373	No terminal repeats	10	11	0.9473	NA	0	1.1792	NA	NA
k141_124465	8371	No terminal repeats	8	11	0.8424	NA	0	0.5279	NA	NA
k141_3082567	8365	No terminal repeats	9	11	0.9817	NA	0	0.3391	NA	NA
k141_2045167	8360	No terminal repeats	11	11	0.9309	NA	0	0.5343	NA	NA
k141_1488559	8356	No terminal repeats	13	11	0.9412	NA	0	0.7352	NA	NA
k141_564190	8350	No terminal repeats	6	11	0.8361	NA	0	0.359	NA	NA
k141_3600517	8347	No terminal repeats	8	11	0.9088	NA	0	1.1725	NA	NA
k141_1826914	8346	No terminal repeats	11	11	0.9603	NA	0	1.1242	NA	NA
k141_2468219	8342	No terminal repeats	10	11	0.9471	NA	0	2.6736	NA	NA
k141_3071494	8342	No terminal repeats	7	11	0.8961	NA	0	1.3525	NA	NA
k141_340037	8339	No terminal repeats	11	11	0.8442	NA	0	0	NA	NA
k141_435243	8333	No terminal repeats	7	11	0.8415	NA	0	1.1926	NA	NA
k141_3529413	8332	No terminal repeats	8	11	0.9864	NA	0	1.2257	NA	NA
k141_2652381	8331	No terminal repeats	9	11	0.8209	NA	0	2.6148	NA	NA
k141_1844188	8317	No terminal repeats	7	11	0.8047	NA	0	0.9737	NA	NA
k141_2284337	8311	No terminal repeats	14	11	0.9923	NA	0	2.9992	NA	NA
k141_3049150	8306	No terminal repeats	11	11	0.7856	NA	0	0	NA	NA
k141_380628	8294	No terminal repeats	8	11	0.9897	NA	1	4.7655	NA	NA
k141_1968040	8291	No terminal repeats	9	11	0.8629	NA	0	0	NA	NA
k141_1148643	8280	No terminal repeats	9	11	0.964	NA	0	1.361	NA	NA
k141_2680870	8279	No terminal repeats	15	11	0.8341	NA	0	0	NA	NA
k141_3614051	8272	No terminal repeats	12	11	0.974	NA	0	2.0489	NA	NA
k141_2633276	8267	No terminal repeats	14	11	0.8462	NA	0	0	NA	NA
k141_775355	8266	No terminal repeats	9	11	0.8277	NA	0	0.2403	NA	NF033105
k141_3041448	8265	No terminal repeats	11	11	0.9261	NA	0	1.9535	NA	NA
k141_2555668	8260	No terminal repeats	5	11	0.7931	NA	0	0.5289	NA	NA
k141_3105072	8259	No terminal repeats	8	11	0.8422	NA	0	0.2098	NA	NA
k141_2489397	8257	No terminal repeats	11	11	0.9426	NA	0	1.6864	NA	NA
k141_790377	8245	No terminal repeats	10	11	0.9509	NA	0	0.9239	NA	NA
k141_1498227	8245	No terminal repeats	14	11	0.7504	NA	0	0	NA	NA
k141_3019535	8243	No terminal repeats	8	11	0.8933	NA	0	1.1283	NA	NA
k141_2282265	8241	No terminal repeats	9	11	0.798	NA	0	0	NA	NA
k141_1269383	8241	No terminal repeats	6	11	0.7354	NA	0	0.4642	NA	NA
k141_3640540	8238	No terminal repeats	10	11	0.9788	NA	0	1.9992	NA	NA
k141_2743359	8238	No terminal repeats	9	11	0.8597	NA	0	1.8855	NA	NA
k141_2688899	8237	No terminal repeats	7	11	0.7732	NA	0	0.8723	NA	NA
k141_1770728	8237	No terminal repeats	10	11	0.7414	NA	0	0	NA	NA
k141_723316	8232	No terminal repeats	8	11	0.9174	NA	0	0.3885	NA	NA
k141_2797648	8225	No terminal repeats	10	11	0.7767	NA	0	0.4703	NA	NA
k141_2335179	8221	No terminal repeats	9	11	0.8774	NA	0	1.3734	NA	NA
k141_534943	8221	No terminal repeats	4	11	0.82	NA	0	0.1433	NA	NA
k141_2296924	8219	No terminal repeats	7	11	0.9617	NA	0	0.632	NA	NA
k141_1692959	8207	No terminal repeats	11	11	0.8444	NA	0	0.3637	NA	NA
k141_3048903	8202	No terminal repeats	9	11	0.8461	NA	0	0	NA	NA
k141_3111647	8200	No terminal repeats	9	11	0.7691	NA	0	0.8334	NA	NA
k141_2995197	8189	No terminal repeats	9	11	0.956	NA	0	1.6556	NA	NA
k141_2448117	8189	No terminal repeats	8	11	0.8701	NA	0	0.7657	NA	NA
k141_2556547	8188	No terminal repeats	7	11	0.8861	NA	0	0.3023	NA	NA
k141_355930	8182	No terminal repeats	6	11	0.7265	NA	0	0	NA	NA
k141_754772	8168	No terminal repeats	9	11	0.9832	NA	0	2.7373	NA	NA
k141_249506	8158	No terminal repeats	10	11	0.8362	NA	0	1.1534	NA	NA
k141_2338779	8144	ITR	9	11	0.9686	NA	2	3.4273	NA	NA
k141_798147	8139	No terminal repeats	9	11	0.8943	NA	0	0.0113	NA	NA
k141_683140	8138	No terminal repeats	10	11	0.9125	NA	0	1.3523	NA	NA
k141_2865389	8135	No terminal repeats	13	11	0.8736	NA	0	0	NA	NA
k141_2689379	8135	No terminal repeats	7	11	0.7957	NA	0	0	NA	NA
k141_3022676	8130	No terminal repeats	9	11	0.8992	NA	0	0	NA	NA
k141_3642630	8129	No terminal repeats	8	11	0.9306	NA	0	1.2416	NA	NA
k141_1586379	8129	No terminal repeats	9	11	0.7784	NA	0	1.0629	NA	NA
k141_3514926	8127	No terminal repeats	10	11	0.9262	NA	0	2.0385	NA	NA
k141_881867	8124	No terminal repeats	9	11	0.9658	NA	0	0.2191	NA	NA
k141_3554040	8124	No terminal repeats	10	11	0.9274	NA	0	0.7895	NA	NA
k141_2756083	8124	No terminal repeats	8	11	0.927	NA	0	0.4464	NA	NA
k141_1060230	8123	No terminal repeats	6	11	0.9314	NA	0	0.5357	NA	NA
k141_1962377	8122	No terminal repeats	9	11	0.9066	NA	0	1.1351	NA	NA
k141_1452814	8112	No terminal repeats	8	11	0.7818	NA	0	0.8174	NA	NA
k141_3641603	8110	No terminal repeats	12	11	0.9296	NA	0	0.3994	NA	NA
k141_1248589	8108	No terminal repeats	10	11	0.9737	NA	0	1.2972	NA	NA
k141_1619549	8103	No terminal repeats	10	11	0.9058	NA	0	0.6082	NA	NA
k141_2040276	8097	No terminal repeats	11	11	0.8725	NA	0	0	NA	NA
k141_1969773	8097	No terminal repeats	8	11	0.7279	NA	0	0	NA	NA
k141_1935867	8096	No terminal repeats	4	11	0.8526	NA	0	0	NA	NA
k141_3718358	8089	No terminal repeats	8	11	0.7625	NA	0	0.054	NA	NA
k141_1572682	8087	DTR	8	11	0.9599	NA	1	2.6141	NA	NA
k141_2815718	8085	No terminal repeats	11	11	0.9232	NA	0	0.4284	NA	NA
k141_1377464	8079	No terminal repeats	16	11	0.9835	NA	0	4.2841	NA	NA
k141_3365258	8071	No terminal repeats	9	11	0.7538	NA	0	0	NA	NA
k141_1253407	8070	No terminal repeats	13	11	0.8502	NA	0	0	NA	NA
k141_1659937	8070	No terminal repeats	15	11	0.704	NA	0	0	NA	NA
k141_3250721	8067	No terminal repeats	11	11	0.9796	NA	0	2.4685	NA	NA
k141_1013794	8061	No terminal repeats	14	11	0.9803	NA	0	2.8601	NA	NA
k141_2144422	8060	No terminal repeats	6	11	0.895	NA	0	0.2979	NA	NA
k141_2634615	8055	No terminal repeats	12	11	0.9009	NA	0	1.3152	NA	NA
k141_891024	8052	No terminal repeats	8	11	0.9751	NA	0	2.6733	NA	NA
k141_1084632	8050	No terminal repeats	10	11	0.791	NA	0	0.601	NA	NA
k141_2171618	8043	No terminal repeats	11	11	0.9459	NA	0	1.2021	NA	NA
k141_2784565	8043	No terminal repeats	12	11	0.7078	NA	0	0	NA	NA
k141_2738090	8042	No terminal repeats	8	11	0.9525	NA	0	2.6349	NA	NA
k141_157938	8042	No terminal repeats	7	11	0.8886	NA	0	0.1445	NA	NA
k141_1614654	8038	No terminal repeats	10	11	0.9863	NA	0	4.7369	NA	NF012178
k141_2859923	8034	No terminal repeats	11	11	0.7122	NA	0	0.3219	NA	NA
k141_782837	8028	No terminal repeats	8	11	0.8628	NA	0	0.1096	NA	NA
k141_1280815	8027	No terminal repeats	10	11	0.991	NA	0	5.6892	NA	NA
k141_2035267	8026	No terminal repeats	12	11	0.9906	NA	0	2.7602	NA	NA
k141_1733616	8023	No terminal repeats	8	11	0.9106	NA	0	0.5066	NA	NA
k141_1305434	8008	No terminal repeats	11	11	0.8127	NA	0	0.3265	NA	NA
k141_2127351	8005	No terminal repeats	5	11	0.778	NA	0	0	NA	NA
k141_3378107	7998	No terminal repeats	7	11	0.9299	NA	0	1.2402	NA	NA
k141_1909894	7988	No terminal repeats	11	11	0.8691	NA	0	0	NA	NA
k141_3467641	7986	No terminal repeats	10	11	0.7274	NA	0	0.4292	NA	NA
k141_3524194	7985	ITR	6	11	0.8272	NA	0	0	NA	NA
k141_3644265	7981	No terminal repeats	9	11	0.7489	NA	0	0	NA	NA
k141_2559698	7980	No terminal repeats	8	11	0.986	NA	0	2.6972	NA	NF033087
k141_2387469	7977	No terminal repeats	9	11	0.7937	NA	0	0.2119	NA	NA
k141_1924431	7976	No terminal repeats	7	11	0.9372	NA	0	0.9497	NA	NA
k141_2181577	7969	No terminal repeats	10	11	0.758	NA	0	0	NA	NA
k141_681866	7966	No terminal repeats	8	11	0.8274	NA	0	0	NA	NA
k141_368695	7964	No terminal repeats	8	11	0.8739	NA	0	1.9756	NA	NA
k141_1040692	7950	No terminal repeats	10	11	0.7058	NA	0	1.7198	NA	NA
k141_2326131	7941	No terminal repeats	10	11	0.8083	NA	0	0	NA	NA
k141_2155603	7940	No terminal repeats	8	11	0.9875	NA	0	3.0043	NA	NA
k141_3055934	7940	No terminal repeats	6	11	0.8633	NA	0	0.1678	NA	NA
k141_136281	7939	No terminal repeats	9	11	0.8832	NA	0	0.4098	NA	NA
k141_2293214	7936	No terminal repeats	15	11	0.9053	NA	0	0	NA	NA
k141_1313485	7936	No terminal repeats	8	11	0.7801	NA	0	0.3305	NA	NA
k141_1164004	7925	No terminal repeats	10	11	0.9422	NA	0	0.7841	NA	NA
k141_26466	7923	No terminal repeats	1	11	0.7302	NA	0	0	NA	NA
k141_3251749	7918	No terminal repeats	12	11	0.8294	NA	0	0	NA	NA
k141_1466133	7917	No terminal repeats	3	11	0.7993	NA	0	0.5481	NA	NA
k141_2131250	7915	No terminal repeats	6	11	0.8555	NA	0	0	NA	NA
k141_491514	7903	No terminal repeats	8	11	0.8118	NA	0	0.2518	NA	NA
k141_3209128	7902	No terminal repeats	8	11	0.7305	NA	0	0.5341	NA	NA
k141_963722	7901	No terminal repeats	14	11	0.9921	NA	0	2.2246	NA	NA
k141_680825	7901	No terminal repeats	7	11	0.9805	NA	0	3.9107	NA	NA
k141_2343364	7901	No terminal repeats	8	11	0.9469	NA	0	0.3308	NA	NA
k141_434093	7900	No terminal repeats	4	11	0.8401	NA	0	0.1433	NA	NA
k141_2165839	7895	No terminal repeats	10	11	0.9871	NA	4	7.1527	NA	NA
k141_1672076	7891	No terminal repeats	9	11	0.9845	NA	1	0.9293	NA	NA
k141_1567261	7886	No terminal repeats	7	11	0.9668	NA	0	1.8097	NA	NA
k141_2585398	7874	No terminal repeats	6	11	0.7419	NA	0	0	NA	NA
k141_634710	7868	No terminal repeats	8	11	0.9768	NA	0	1.8714	NA	NA
k141_3588032	7867	No terminal repeats	7	11	0.8278	NA	0	0.0888	NA	NA
k141_971545	7856	No terminal repeats	8	11	0.895	NA	0	0.3465	NA	NA
k141_3186835	7856	No terminal repeats	9	11	0.7243	NA	0	0.5806	NA	NA
k141_2566425	7853	No terminal repeats	4	11	0.755	NA	0	0	NA	NA
k141_1304053	7852	No terminal repeats	6	11	0.834	NA	0	0.6687	NA	NF000272
k141_237387	7851	No terminal repeats	7	11	0.9906	NA	0	1.7183	NA	NA
k141_1460708	7850	No terminal repeats	8	11	0.9712	NA	0	2.6764	NA	NA
k141_2536731	7844	No terminal repeats	3	11	0.8118	NA	0	0.4774	NA	NA
k141_2339890	7830	No terminal repeats	9	11	0.8626	NA	0	0.6044	NA	NA
k141_1434476	7828	No terminal repeats	16	11	0.8927	NA	0	0	NA	NA
k141_1267491	7825	No terminal repeats	7	11	0.7037	NA	0	0.1706	NA	NA
k141_134976	7814	No terminal repeats	8	11	0.776	NA	0	1.2201	NA	NA
k141_1326871	7813	No terminal repeats	8	11	0.8327	NA	0	1.4636	NA	NA
k141_1619215	7811	No terminal repeats	10	11	0.9304	NA	0	0.0233	NA	NA
k141_1448204	7808	No terminal repeats	9	11	0.7299	NA	0	0.9398	NA	NA
k141_142104	7802	No terminal repeats	12	11	0.8337	NA	0	0.589	NA	NA
k141_2802301	7801	No terminal repeats	8	11	0.7118	NA	0	0.5011	NA	NA
k141_3381582	7800	No terminal repeats	6	11	0.8723	NA	0	0	NA	NA
k141_3686728	7799	No terminal repeats	10	11	0.9423	NA	0	2.0241	NA	NA
k141_3571402	7792	No terminal repeats	4	11	0.8115	NA	0	0.7512	NA	NA
k141_3066734	7791	No terminal repeats	8	11	0.9925	NA	0	2.6718	NA	NA
k141_466846	7785	No terminal repeats	8	11	0.9903	NA	0	2.0282	NA	NA
k141_419177	7780	No terminal repeats	8	11	0.9434	NA	0	1.1063	NA	NA
k141_890735	7771	No terminal repeats	12	11	0.7498	NA	0	0	NA	NA
k141_3266767	7764	No terminal repeats	10	11	0.9909	NA	0	4.4089	NA	NA
k141_3357628	7762	No terminal repeats	9	11	0.818	NA	0	0	NA	NA
k141_421688	7756	No terminal repeats	9	11	0.9714	NA	1	1.2206	NA	NA
k141_1069899	7756	No terminal repeats	7	11	0.9055	NA	0	1.6026	NA	NA
k141_2280149	7752	No terminal repeats	8	11	0.7928	NA	0	0	NA	NA
k141_3019470	7748	No terminal repeats	7	11	0.8578	NA	0	0.3687	NA	NA
k141_299835	7747	No terminal repeats	8	11	0.8647	NA	0	0.1486	NA	NA
k141_1897586	7741	No terminal repeats	7	11	0.8233	NA	0	1.0922	NA	NA
k141_2801301	7735	No terminal repeats	12	11	0.8013	NA	0	0	NA	NA
k141_1921033	7730	No terminal repeats	4	11	0.9376	NA	0	1.0595	NA	NA
k141_2791834	7730	No terminal repeats	8	11	0.7378	NA	0	1.1091	NA	NA
k141_2924055	7728	No terminal repeats	9	11	0.8585	NA	0	0.1429	NA	NA
k141_1847377	7725	No terminal repeats	6	11	0.9772	NA	0	1.1996	NA	NA
k141_830125	7725	No terminal repeats	16	11	0.8522	NA	0	0	NA	NA
k141_2032782	7725	No terminal repeats	9	11	0.7175	NA	0	0	NA	NA
k141_2958922	7720	No terminal repeats	7	11	0.9714	NA	0	3.9785	NA	NA
k141_2658535	7718	No terminal repeats	6	11	0.7539	NA	0	0	NA	NA
k141_1080645	7712	ITR	8	11	0.7563	NA	0	0.6104	NA	NA
k141_2501531	7708	No terminal repeats	7	11	0.8953	NA	0	0.6871	NA	NA
k141_1760732	7708	No terminal repeats	8	11	0.89	NA	0	0.5253	NA	NA
k141_2743637	7705	No terminal repeats	10	11	0.8746	NA	0	0.7145	NA	NA
k141_2742619	7696	No terminal repeats	8	11	0.9497	NA	0	2.3497	NA	NA
k141_1732894	7696	No terminal repeats	14	11	0.915	NA	0	0	NA	NA
k141_3573249	7696	No terminal repeats	5	11	0.7673	NA	0	0.5535	NA	NA
k141_3510797	7694	No terminal repeats	9	11	0.9196	NA	0	0.3049	NA	NA
k141_2095434	7694	No terminal repeats	10	11	0.848	NA	0	1.2737	NA	NF000496
k141_3502508	7693	No terminal repeats	9	11	0.8218	NA	0	0	NA	NA
k141_819935	7683	No terminal repeats	10	11	0.8538	NA	0	0.2753	NA	NF012174
k141_812407	7682	No terminal repeats	11	11	0.8649	NA	0	0.7624	NA	NA
k141_2798792	7678	No terminal repeats	8	11	0.7786	NA	0	0	NA	NA
k141_3569646	7677	No terminal repeats	3	11	0.882	NA	0	1.5593	NA	NA
k141_1663966	7677	No terminal repeats	13	11	0.8746	NA	0	0	NA	NA
k141_3217343	7675	No terminal repeats	11	11	0.8502	NA	0	0	NA	NA
k141_3296261	7675	No terminal repeats	6	11	0.7641	NA	0	0	NA	NA
k141_2774966	7673	No terminal repeats	8	11	0.757	NA	0	0	NA	NA
